,Case_ID,Year,Easting,Northing,CWD_Status,Species,Sex,Province
4980,14980,2012,423828,5655397,Negative,Mule Deer,Female,Alberta
4981,14981,2012,500000,5649825,Negative,Mule Deer,Female,Alberta
4982,14982,2012,500000,5649825,Negative,Mule Deer,Female,Alberta
4983,14983,2012,392019,5681857,Negative,Mule Deer,Female,Alberta
4984,14984,2012,543061,5701993,Negative,Mule Deer,Female,Alberta
4985,14985,2012,462398,5803787,Negative,Mule Deer,Male,Alberta
4986,14986,2012,453949,5640468,Negative,Mule Deer,Female,Alberta
4987,14987,2012,453949,5640468,Negative,Mule Deer,Male,Alberta
4988,14988,2012,453949,5640468,Negative,Mule Deer,Male,Alberta
4989,14989,2012,411009,5716704,Negative,Mule Deer,Female,Alberta
4990,14990,2012,411954,5700903,Negative,Mule Deer,Male,Alberta
4991,14991,2012,499371,5719559,Negative,Mule Deer,Male,Alberta
4992,14992,2012,394808,5693398,Negative,Mule Deer,Female,Alberta
4993,14993,2012,498848,5787440,Negative,Mule Deer,Female,Alberta
4994,14994,2012,498848,5787440,Negative,Mule Deer,Male,Alberta
4995,14995,2012,491779,5714711,Negative,Mule Deer,Female,Alberta
4996,14996,2012,487147,5689653,Negative,Mule Deer,Female,Alberta
4997,14997,2012,486885,5701780,Negative,Mule Deer,Female,Alberta
4998,14998,2012,485263,5693198,Negative,Mule Deer,Male,Alberta
4999,14999,2012,415871,5666618,Negative,Mule Deer,Female,Alberta
5000,15000,2012,416413,5667116,Negative,Mule Deer,Female,Alberta
5001,15001,2012,476591,5745519,Negative,Mule Deer,Female,Alberta
5002,15002,2012,461726,5804292,Negative,Mule Deer,Female,Alberta
5003,15003,2012,461726,5804292,Negative,Mule Deer,Female,Alberta
5004,15004,2012,461726,5804292,Negative,Mule Deer,Female,Alberta
5005,15005,2012,497840,5845938,Negative,Mule Deer,Male,Alberta
5006,15006,2012,494468,5722795,Negative,Mule Deer,Male,Alberta
5007,15007,2012,494468,5722795,Negative,Mule Deer,Male,Alberta
5008,15008,2012,494468,5722795,Negative,Mule Deer,Female,Alberta
5009,15009,2012,494468,5722795,Negative,Mule Deer,Female,Alberta
5010,15010,2012,615209,5800340,Negative,Mule Deer,Female,Saskatchewan
5011,15011,2012,431979,5655295,Negative,Mule Deer,Male,Alberta
5012,15012,2012,431979,5655295,Negative,Mule Deer,Male,Alberta
5013,15013,2012,539715,5780027,Negative,Mule Deer,Female,Alberta
5014,15014,2012,489104,5792322,Negative,Mule Deer,Female,Alberta
5015,15015,2012,483133,5635478,Negative,Mule Deer,Male,Alberta
5016,15016,2012,483133,5635478,Negative,Mule Deer,Female,Alberta
5017,15017,2012,483133,5635478,Negative,Mule Deer,Female,Alberta
5018,15018,2012,483133,5635478,Negative,Mule Deer,Male,Alberta
5019,15019,2012,483133,5635478,Negative,Mule Deer,Male,Alberta
5020,15020,2012,451862,5762207,Negative,Mule Deer,Female,Alberta
5021,15021,2012,500451,5648341,Negative,Mule Deer,Female,Alberta
5022,15022,2012,500451,5648341,Negative,Mule Deer,Female,Alberta
5023,15023,2012,421576,5691033,Negative,Mule Deer,Male,Alberta
5024,15024,2012,421576,5691033,Negative,Mule Deer,Female,Alberta
5025,15025,2012,429831,5650301,Negative,Mule Deer,Female,Alberta
5026,15026,2012,540809,5781128,Negative,Mule Deer,Female,Alberta
5027,15027,2012,540809,5781128,Negative,Mule Deer,Male,Alberta
5028,15028,2012,540809,5781128,Negative,Mule Deer,Female,Alberta
5029,15029,2012,540809,5781128,Negative,Mule Deer,Female,Alberta
5030,15030,2012,540809,5781128,Negative,Mule Deer,Male,Alberta
5031,15031,2012,521494,5446442,Negative,Mule Deer,Male,Montana
5032,15032,2012,521494,5446442,Negative,Mule Deer,Female,Montana
5033,15033,2012,521494,5446442,Negative,Mule Deer,Male,Montana
5034,15034,2012,530305,5622568,Negative,Mule Deer,Female,Alberta
5035,15035,2012,530305,5622568,Negative,Mule Deer,Male,Alberta
5036,15036,2012,478830,5827995,Negative,Mule Deer,Female,Alberta
5037,15037,2012,458670,5846116,Negative,Mule Deer,Female,Alberta
5038,15038,2012,458670,5846116,Negative,Mule Deer,Female,Alberta
5039,15039,2012,537871,5785995,Negative,Mule Deer,Female,Alberta
5040,15040,2012,537871,5785995,Negative,Mule Deer,Female,Alberta
5041,15041,2012,537871,5785995,Negative,Mule Deer,Female,Alberta
5042,15042,2012,297975,5519407,Negative,Mule Deer,Female,Alberta
5043,15043,2012,468536,5962448,Negative,Mule Deer,Male,Alberta
5044,15044,2012,539687,5786507,Negative,Mule Deer,Female,Alberta
5045,15045,2012,504844,5800404,Negative,Mule Deer,Female,Alberta
5046,15046,2012,532327,5786422,Negative,Mule Deer,Female,Alberta
5047,15047,2012,708698,5655750,Negative,Mule Deer,Male,Saskatchewan
5048,15048,2012,708698,5655750,Negative,Mule Deer,Female,Saskatchewan
5049,15049,2012,471215,5672718,Negative,Mule Deer,Male,Alberta
5050,15050,2012,471695,5619316,Negative,Mule Deer,Male,Alberta
5051,15051,2012,364810,5528660,Negative,Mule Deer,Male,Alberta
5052,15052,2012,483802,5630946,Negative,Mule Deer,Male,Alberta
5053,15053,2012,563423,5627971,Negative,Mule Deer,Male,Alberta
5054,15054,2012,431917,5650439,Negative,Mule Deer,Male,Alberta
5055,15055,2012,431917,5650439,Negative,Mule Deer,Male,Alberta
5056,15056,2012,472005,5663246,Negative,Mule Deer,Male,Alberta
5057,15057,2012,493022,5678743,Negative,Mule Deer,Male,Alberta
5058,15058,2012,541902,5674461,Negative,Mule Deer,Male,Alberta
5059,15059,2012,544715,5672261,Negative,Mule Deer,Male,Alberta
5060,15060,2012,470286,5614438,Negative,Mule Deer,Male,Alberta
5061,15061,2012,562393,5776523,Negative,Mule Deer,Female,Saskatchewan
5062,15062,2012,557180,5797491,Negative,Mule Deer,Male,Alberta
5063,15063,2012,517874,5813384,Negative,Mule Deer,Female,Alberta
5064,15064,2012,462959,5771408,Negative,Mule Deer,Male,Alberta
5065,15065,2012,464578,5769777,Negative,Mule Deer,Male,Alberta
5066,15066,2012,486879,5802037,Negative,Mule Deer,Female,Alberta
5067,15067,2012,486879,5802037,Negative,Mule Deer,Female,Alberta
5068,15068,2012,486879,5802037,Negative,Mule Deer,Male,Alberta
5069,15069,2012,477655,5785501,Negative,Mule Deer,Male,Alberta
5070,15070,2012,477655,5785501,Negative,Mule Deer,Male,Alberta
5071,15071,2012,475499,5810166,Negative,Mule Deer,Female,Alberta
5072,15072,2012,475499,5810166,Negative,Mule Deer,Female,Alberta
5073,15073,2012,506478,5806875,Negative,Mule Deer,Female,Alberta
5074,15074,2012,506478,5806875,Negative,Mule Deer,Male,Alberta
5075,15075,2012,521160,6030368,Negative,Mule Deer,Female,Alberta
5076,15076,2012,530770,5714798,Negative,Mule Deer,Male,Alberta
5077,15077,2012,493981,5704785,Negative,Mule Deer,Male,Alberta
5078,15078,2012,558211,5957846,Negative,Mule Deer,Male,Saskatchewan
5079,15079,2012,400805,5827328,Negative,Mule Deer,Male,Alberta
5080,15080,2012,400805,5827328,Negative,Mule Deer,Female,Alberta
5081,15081,2012,556804,5829875,Negative,Mule Deer,Female,Alberta
5082,15082,2012,360047,5877105,Negative,Mule Deer,Female,Alberta
5083,15083,2012,360047,5877105,Negative,Mule Deer,Female,Alberta
5084,15084,2012,569759,5593781,Negative,Mule Deer,Female,Saskatchewan
5085,15085,2012,480475,5890019,Negative,Mule Deer,Female,Alberta
5086,15086,2012,477755,5930060,Negative,Mule Deer,Male,Alberta
5087,15087,2012,468957,5806985,Negative,Mule Deer,Female,Alberta
5088,15088,2012,440610,5729625,Negative,Mule Deer,Female,Alberta
5089,15089,2012,526668,5874987,Negative,Mule Deer,Female,Alberta
5090,15090,2012,508603,5787459,Negative,Mule Deer,Female,Alberta
5091,15091,2012,498848,5777743,Negative,Mule Deer,Male,Alberta
5092,15092,2012,389219,5924886,Negative,Mule Deer,Male,Alberta
5093,15093,2012,485161,5845616,Negative,Mule Deer,Female,Alberta
5094,15094,2012,450933,5800639,Negative,Mule Deer,Male,Alberta
5095,15095,2012,551319,5769633,Negative,Mule Deer,Male,Alberta
5096,15096,2012,551689,5769659,Negative,Mule Deer,Male,Alberta
5097,15097,2012,551891,5770685,Negative,Mule Deer,Female,Alberta
5098,15098,2012,502103,5782601,Negative,Mule Deer,Female,Alberta
5099,15099,2012,488574,5826319,Negative,Mule Deer,Female,Alberta
5100,15100,2012,488574,5826319,Negative,Mule Deer,Female,Alberta
5101,15101,2012,488574,5826319,Negative,Mule Deer,Female,Alberta
5102,15102,2012,488574,5826319,Negative,Mule Deer,Male,Alberta
5103,15103,2012,495500,5852500,Negative,Mule Deer,Male,Alberta
5104,15104,2012,501400,5833400,Negative,Mule Deer,Female,Alberta
5105,15105,2012,495500,5853500,Negative,Mule Deer,Male,Alberta
5106,15106,2012,492300,5843900,Negative,Mule Deer,Female,Alberta
5107,15107,2012,526400,5830600,Negative,Mule Deer,Male,Alberta
5108,15108,2012,511400,5831200,Negative,Mule Deer,Male,Alberta
5109,15109,2012,525600,5838500,Negative,Mule Deer,Male,Alberta
5110,15110,2012,511300,5837900,Negative,Mule Deer,Female,Alberta
5111,15111,2012,514200,5839100,Negative,Mule Deer,Male,Alberta
5112,15112,2012,520200,5836900,Negative,Mule Deer,Male,Alberta
5113,15113,2012,507600,5840600,Negative,Mule Deer,Female,Alberta
5114,15114,2012,515000,5835600,Negative,Mule Deer,Male,Alberta
5115,15115,2012,527800,5837500,Negative,Mule Deer,Male,Alberta
5116,15116,2012,509400,5838300,Negative,Mule Deer,Female,Alberta
5117,15117,2012,488100,5842900,Negative,Mule Deer,Male,Alberta
5118,15118,2012,492900,5844100,Negative,Mule Deer,Male,Alberta
5119,15119,2012,498200,5835900,Negative,Mule Deer,Female,Alberta
5120,15120,2012,496000,5853700,Negative,Mule Deer,Female,Alberta
5121,15121,2012,500100,5833800,Negative,Mule Deer,Male,Alberta
5122,15122,2012,524900,5840100,Negative,Mule Deer,Male,Alberta
5123,15123,2012,496000,5845500,Negative,Mule Deer,Male,Alberta
5124,15124,2012,491500,5844500,Negative,Mule Deer,Male,Alberta
5125,15125,2012,521600,5838200,Negative,Mule Deer,Male,Alberta
5126,15126,2012,519800,5839200,Negative,Mule Deer,Male,Alberta
5127,15127,2012,521500,5830700,Negative,Mule Deer,Female,Alberta
5128,15128,2012,526600,5835000,Negative,Mule Deer,Male,Alberta
5129,15129,2012,514100,5834900,Negative,Mule Deer,Male,Alberta
5130,15130,2012,507900,5839800,Negative,Mule Deer,Male,Alberta
5131,15131,2012,510800,5834200,Negative,Mule Deer,Male,Alberta
5132,15132,2012,496000,5853000,Negative,Mule Deer,Male,Alberta
5133,15133,2012,520300,5832100,Negative,Mule Deer,Male,Alberta
5134,15134,2012,515700,5833400,Negative,Mule Deer,Male,Alberta
5135,15135,2012,509200,5834900,Negative,Mule Deer,Male,Alberta
5136,15136,2012,526200,5837900,Negative,Mule Deer,Male,Alberta
5137,15137,2012,489200,5842400,Negative,Mule Deer,Female,Alberta
5138,15138,2012,489200,5542500,Negative,Mule Deer,Female,Alberta
5139,15139,2012,491400,5853200,Negative,Mule Deer,Male,Alberta
5140,15140,2012,490800,5849300,Negative,Mule Deer,Female,Alberta
5141,15141,2012,525400,5838600,Negative,Mule Deer,Female,Alberta
5142,15142,2012,526200,5838200,Negative,Mule Deer,Male,Alberta
5143,15143,2012,526100,5838200,Negative,Mule Deer,Female,Alberta
5144,15144,2012,517800,5832800,Negative,Mule Deer,Male,Alberta
5145,15145,2012,514200,5838600,Negative,Mule Deer,Male,Alberta
5146,15146,2012,492500,5851600,Negative,Mule Deer,Male,Alberta
5147,15147,2012,492400,5852600,Negative,Mule Deer,Female,Alberta
5148,15148,2012,492600,5839800,Negative,Mule Deer,Female,Alberta
5149,15149,2012,492600,5839800,Negative,Mule Deer,Female,Alberta
5150,15150,2012,490200,5850800,Negative,Mule Deer,Male,Alberta
5151,15151,2012,490200,5850800,Negative,Mule Deer,Male,Alberta
5152,15152,2012,491800,5844800,Negative,Mule Deer,Male,Alberta
5153,15153,2012,490600,5849500,Negative,Mule Deer,Male,Alberta
5154,15154,2012,490100,5843100,Negative,Mule Deer,Male,Alberta
5155,15155,2012,498500,5835600,Negative,Mule Deer,Male,Alberta
5156,15156,2012,492300,5842300,Negative,Mule Deer,Male,Alberta
5157,15157,2012,527700,5832800,Negative,Mule Deer,Male,Alberta
5158,15158,2012,522800,5838200,Negative,Mule Deer,Female,Alberta
5159,15159,2012,491700,5853800,Negative,Mule Deer,Female,Alberta
5160,15160,2012,491600,5853800,Negative,Mule Deer,Male,Alberta
5161,15161,2012,511600,5835200,Negative,Mule Deer,Female,Alberta
5162,15162,2012,491800,5840500,Negative,Mule Deer,Male,Alberta
5163,15163,2012,519400,5831400,Negative,Mule Deer,Male,Alberta
5164,15164,2012,494800,5845100,Negative,Mule Deer,Female,Alberta
5165,15165,2012,493800,5847100,Negative,Mule Deer,Female,Alberta
5166,15166,2012,508800,5834100,Negative,Mule Deer,Female,Alberta
5167,15167,2012,510800,5838400,Negative,Mule Deer,Male,Alberta
5168,15168,2012,511100,5838300,Negative,Mule Deer,Male,Alberta
5169,15169,2012,490800,5840800,Negative,Mule Deer,Male,Alberta
5170,15170,2012,509000,5837600,Negative,Mule Deer,Male,Alberta
5171,15171,2012,489200,5851300,Negative,Mule Deer,Male,Alberta
5172,15172,2012,488100,5844300,Negative,Mule Deer,Male,Alberta
5173,15173,2012,489100,5849300,Negative,Mule Deer,Male,Alberta
5174,15174,2012,503700,5833100,Negative,Mule Deer,Male,Alberta
5175,15175,2012,525200,5838200,Negative,Mule Deer,Male,Alberta
5176,15176,2012,502100,5849000,Negative,Mule Deer,Male,Alberta
5177,15177,2012,509900,5837900,Negative,Mule Deer,Female,Alberta
5178,15178,2012,509200,5836800,Negative,Mule Deer,Male,Alberta
5179,15179,2012,491900,5840100,Negative,Mule Deer,Male,Alberta
5180,15180,2012,499400,5848900,Negative,Mule Deer,Female,Alberta
5181,15181,2012,503700,5832200,Negative,Mule Deer,Male,Alberta
5182,15182,2012,497900,5851500,Negative,Mule Deer,Female,Alberta
5183,15183,2012,501200,5833400,Negative,Mule Deer,Female,Alberta
5184,15184,2012,489200,5848500,Negative,Mule Deer,Male,Alberta
5185,15185,2012,506148,5850641,Negative,Mule Deer,Female,Alberta
5186,15186,2012,514900,5833700,Negative,Mule Deer,Male,Alberta
5187,15187,2012,493600,5841600,Negative,Mule Deer,Male,Alberta
5188,15188,2012,502900,5849300,Negative,Mule Deer,Male,Alberta
5189,15189,2012,502400,5848800,Negative,Mule Deer,Male,Alberta
5190,15190,2012,492500,5851900,Negative,Mule Deer,Male,Alberta
5191,15191,2012,491900,5852500,Negative,Mule Deer,Female,Alberta
5192,15192,2012,489300,5849800,Negative,Mule Deer,Male,Alberta
5193,15193,2012,491800,5846400,Negative,Mule Deer,Female,Alberta
5194,15194,2012,508500,5835000,Negative,Mule Deer,Female,Alberta
5195,15195,2012,499500,5850600,Negative,Mule Deer,Male,Alberta
5196,15196,2012,491000,5846500,Negative,Mule Deer,Male,Alberta
5197,15197,2012,504800,5849700,Negative,Mule Deer,Female,Alberta
5198,15198,2012,492200,5843900,Negative,Mule Deer,Female,Alberta
5199,15199,2012,501300,5849000,Negative,Mule Deer,Male,Alberta
5200,15200,2012,499545,5843851,Negative,Mule Deer,Female,Alberta
5201,15201,2012,499545,5843851,Negative,Mule Deer,Female,Alberta
5202,15202,2012,499545,5843851,Negative,Mule Deer,Female,Alberta
5203,15203,2012,526200,5836200,Negative,Mule Deer,Female,Alberta
5204,15204,2012,526400,5835600,Negative,Mule Deer,Female,Alberta
5205,15205,2012,510800,5835800,Negative,Mule Deer,Male,Alberta
5206,15206,2012,491700,5852500,Negative,Mule Deer,Male,Alberta
5207,15207,2012,489200,5848900,Negative,Mule Deer,Male,Alberta
5208,15208,2012,490200,5848700,Negative,Mule Deer,Male,Alberta
5209,15209,2012,509900,5836800,Negative,Mule Deer,Male,Alberta
5210,15210,2012,526000,5834200,Negative,Mule Deer,Female,Alberta
5211,15211,2012,500300,5833400,Negative,Mule Deer,Female,Alberta
5212,15212,2012,507000,5840700,Negative,Mule Deer,Female,Alberta
5213,15213,2012,517900,5831800,Negative,Mule Deer,Female,Alberta
5214,15214,2012,517900,5831800,Negative,Mule Deer,Female,Alberta
5215,15215,2012,500400,5833300,Negative,Mule Deer,Female,Alberta
5216,15216,2012,490400,5850200,Negative,Mule Deer,Male,Alberta
5217,15217,2012,506647,5841108,Negative,Mule Deer,Male,Alberta
5218,15218,2012,506647,5841108,Negative,Mule Deer,Male,Alberta
5219,15219,2012,508500,5834700,Negative,Mule Deer,Female,Alberta
5220,15220,2012,510200,5836400,Negative,Mule Deer,Female,Alberta
5221,15221,2012,501200,5833100,Negative,Mule Deer,Female,Alberta
5222,15222,2012,511700,5832300,Negative,Mule Deer,Male,Alberta
5223,15223,2012,491700,5852800,Negative,Mule Deer,Male,Alberta
5224,15224,2012,489900,5850700,Negative,Mule Deer,Female,Alberta
5225,15225,2012,526400,5835100,Negative,Mule Deer,Male,Alberta
5226,15226,2012,492600,5853200,Negative,Mule Deer,Male,Alberta
5227,15227,2012,524600,5830800,Negative,Mule Deer,Female,Alberta
5228,15228,2012,502600,5846600,Negative,Mule Deer,Female,Alberta
5229,15229,2012,507600,5840900,Negative,Mule Deer,Female,Alberta
5230,15230,2012,510200,5836900,Negative,Mule Deer,Male,Alberta
5231,15231,2012,511500,5832000,Negative,Mule Deer,Female,Alberta
5232,15232,2012,510600,5835700,Negative,Mule Deer,Female,Alberta
5233,15233,2012,506700,5840700,Negative,Mule Deer,Female,Alberta
5234,15234,2012,500700,5847100,Negative,Mule Deer,Male,Alberta
5235,15235,2012,500700,5847100,Negative,Mule Deer,Female,Alberta
5236,15236,2012,517933,5797196,Negative,Mule Deer,Female,Alberta
5237,15237,2012,517933,5797196,Negative,Mule Deer,Female,Alberta
5238,15238,2012,517933,5797196,Negative,Mule Deer,Male,Alberta
5239,15239,2012,517933,5797196,Negative,Mule Deer,Male,Alberta
5240,15240,2012,516292,5798805,Negative,Mule Deer,Female,Alberta
5241,15241,2012,477363,5926902,Negative,Mule Deer,Male,Alberta
5242,15242,2012,452455,5922649,Negative,Mule Deer,Male,Alberta
5243,15243,2012,523332,5886242,Negative,Mule Deer,Female,Alberta
5244,15244,2012,520004,5899182,Negative,Mule Deer,Male,Alberta
5245,15245,2012,547586,5790930,Negative,Mule Deer,Male,Alberta
5246,15246,2012,547586,5790930,Negative,Mule Deer,Female,Alberta
5247,15247,2012,547586,5790930,Negative,Mule Deer,Female,Alberta
5248,15248,2012,527689,5806957,Negative,Mule Deer,Female,Alberta
5249,15249,2012,517354,5867001,Negative,Mule Deer,Male,Alberta
5250,15250,2012,542512,5830132,Negative,Mule Deer,Female,Alberta
5251,15251,2012,542512,5830132,Negative,Mule Deer,Female,Alberta
5252,15252,2012,507607,5862133,Negative,Mule Deer,Male,Alberta
5253,15253,2012,517947,5906051,Negative,Mule Deer,Female,Alberta
5254,15254,2012,537935,5777892,Negative,Mule Deer,Male,Alberta
5255,15255,2012,469408,5758436,Negative,Mule Deer,Male,Alberta
5256,15256,2012,450069,5787699,Negative,Mule Deer,Male,Alberta
5257,15257,2012,442551,5637343,Negative,Mule Deer,Male,Alberta
5258,15258,2012,509125,5748706,Negative,Mule Deer,Male,Alberta
5259,15259,2012,479336,5787498,Negative,Mule Deer,Female,Alberta
5260,15260,2012,471354,5584929,Negative,Mule Deer,Male,Alberta
5261,15261,2012,571443,5555787,Negative,Mule Deer,Female,Saskatchewan
5262,15262,2012,541052,5777892,Negative,Mule Deer,Male,Alberta
5263,15263,2012,546095,5776342,Negative,Mule Deer,Male,Alberta
5264,15264,2012,546095,5776342,Negative,Mule Deer,Male,Alberta
5265,15265,2012,546095,5776342,Negative,Mule Deer,Female,Alberta
5266,15266,2012,546095,5776342,Negative,Mule Deer,Female,Alberta
5267,15267,2012,546095,5776342,Negative,Mule Deer,Female,Alberta
5268,15268,2012,546095,5776342,Negative,Mule Deer,Female,Alberta
5269,15269,2012,493603,5705733,Negative,Mule Deer,Male,Alberta
5270,15270,2012,528159,5777825,Negative,Mule Deer,Female,Alberta
5271,15271,2012,529891,5760014,Negative,Mule Deer,Female,Alberta
5272,15272,2012,529891,5760014,Negative,Mule Deer,Female,Alberta
5273,15273,2012,492340,5782599,Negative,Mule Deer,Female,Alberta
5274,15274,2012,542891,5769838,Negative,Mule Deer,Female,Alberta
5275,15275,2012,530529,5837932,Negative,Mule Deer,Male,Alberta
5276,15276,2012,532163,5837945,Negative,Mule Deer,Female,Alberta
5277,15277,2012,532163,5837945,Negative,Mule Deer,Male,Alberta
5278,15278,2012,498320,5834481,Negative,Mule Deer,Male,Alberta
5279,15279,2012,516476,5444393,Negative,Mule Deer,Male,Montana
5280,15280,2012,530601,5478402,Negative,Mule Deer,Male,Alberta
5281,15281,2012,544527,5886401,Negative,Mule Deer,Male,Saskatchewan
5282,15282,2012,542898,5886386,Negative,Mule Deer,Female,Saskatchewan
5283,15283,2012,497240,5884557,Negative,Mule Deer,Female,Alberta
5284,15284,2012,512465,5871831,Negative,Mule Deer,Female,Alberta
5285,15285,2012,512465,5871831,Negative,Mule Deer,Male,Alberta
5286,15286,2012,500495,5899113,Negative,Mule Deer,Male,Alberta
5287,15287,2012,516172,5933257,Negative,Mule Deer,Female,Alberta
5288,15288,2012,466905,5962457,Negative,Mule Deer,Female,Alberta
5289,15289,2012,501508,5926756,Negative,Mule Deer,Female,Alberta
5290,15290,2012,480933,5779399,Negative,Mule Deer,Male,Alberta
5291,15291,2012,480933,5779399,Negative,Mule Deer,Male,Alberta
5292,15292,2012,477197,5824738,Negative,Mule Deer,Female,Alberta
5293,15293,2012,461522,5905741,Negative,Mule Deer,Female,Alberta
5294,15294,2012,452838,5922243,Negative,Mule Deer,Female,Alberta
5295,15295,2012,452838,5922243,Negative,Mule Deer,Male,Alberta
5296,15296,2012,487134,5933318,Negative,Mule Deer,Male,Alberta
5297,15297,2012,554948,5957802,Negative,Mule Deer,Male,Saskatchewan
5298,15298,2012,564958,5941763,Negative,Mule Deer,Female,Saskatchewan
5299,15299,2012,561815,5933644,Negative,Mule Deer,Female,Saskatchewan
5300,15300,2012,529312,5808581,Negative,Mule Deer,Male,Alberta
5301,15301,2012,547490,5791742,Negative,Mule Deer,Female,Alberta
5302,15302,2012,453732,5842915,Negative,Mule Deer,Male,Alberta
5303,15303,2012,453732,5842915,Negative,Mule Deer,Male,Alberta
5304,15304,2012,406362,5843590,Negative,Mule Deer,Female,Alberta
5305,15305,2012,402969,5837145,Negative,Mule Deer,Male,Alberta
5306,15306,2012,546598,5867210,Negative,Mule Deer,Male,Saskatchewan
5307,15307,2012,501140,5954263,Negative,Mule Deer,Male,Alberta
5308,15308,2012,477364,5933357,Negative,Mule Deer,Female,Alberta
5309,15309,2012,506988,5779370,Negative,Mule Deer,Male,Alberta
5310,15310,2012,506988,5779370,Negative,Mule Deer,Male,Alberta
5311,15311,2012,522755,5815027,Negative,Mule Deer,Male,Alberta
5312,15312,2012,544677,5855460,Negative,Mule Deer,Male,Alberta
5313,15313,2012,499480,5799757,Negative,Mule Deer,Female,Alberta
5314,15314,2012,528839,5959194,Negative,Mule Deer,Male,Alberta
5315,15315,2012,551719,5476947,Negative,Mule Deer,Male,Alberta
5316,15316,2012,551719,5476947,Negative,Mule Deer,Male,Alberta
5317,15317,2012,551719,5476947,Negative,Mule Deer,Male,Alberta
5318,15318,2012,544840,5510967,Negative,Mule Deer,Male,Alberta
5319,15319,2012,544869,5507729,Negative,Mule Deer,Male,Alberta
5320,15320,2012,555013,5472127,Negative,Mule Deer,Male,Alberta
5321,15321,2012,558336,5465689,Negative,Mule Deer,Male,Alberta
5322,15322,2012,553423,5601686,Negative,Mule Deer,Female,Alberta
5323,15323,2012,644400,5701583,Negative,Mule Deer,Male,Saskatchewan
5324,15324,2012,644400,5701583,Negative,Mule Deer,Female,Saskatchewan
5325,15325,2012,644400,5701583,Negative,Mule Deer,Male,Saskatchewan
5326,15326,2012,566106,5622864,Negative,Mule Deer,Male,Alberta
5327,15327,2012,515561,5518925,Negative,Mule Deer,Male,Alberta
5328,15328,2012,499321,5507555,Negative,Mule Deer,Male,Alberta
5329,15329,2012,529480,5439590,Negative,Mule Deer,Male,Montana
5330,15330,2012,547075,5502145,Negative,Mule Deer,Male,Alberta
5331,15331,2012,569098,5642327,Negative,White-tailed Deer,Female,Saskatchewan
5332,15332,2012,484176,5636105,Negative,White-tailed Deer,Male,Alberta
5333,15333,2012,570668,5525798,Negative,White-tailed Deer,Female,Saskatchewan
5334,15334,2012,539534,5536803,Negative,White-tailed Deer,Male,Alberta
5335,15335,2012,519741,5441167,Negative,White-tailed Deer,Male,Montana
5336,15336,2012,706687,5656153,Negative,White-tailed Deer,Male,Saskatchewan
5337,15337,2012,703190,5743072,Negative,White-tailed Deer,Male,Saskatchewan
5338,15338,2012,548883,5595605,Negative,White-tailed Deer,Male,Alberta
5339,15339,2012,553634,5582253,Negative,White-tailed Deer,Male,Alberta
5340,15340,2012,497184,5641885,Negative,White-tailed Deer,Male,Alberta
5341,15341,2012,507862,5473482,Negative,White-tailed Deer,Female,Alberta
5342,15342,2012,564757,5721598,Negative,White-tailed Deer,Male,Saskatchewan
5343,15343,2012,493969,5996326,Negative,White-tailed Deer,Female,Alberta
5344,15344,2012,517427,5845964,Negative,White-tailed Deer,Female,Alberta
5345,15345,2012,463585,5954385,Negative,White-tailed Deer,Female,Alberta
5346,15346,2012,467738,5951178,Negative,White-tailed Deer,Female,Alberta
5347,15347,2012,527174,5965655,Negative,White-tailed Deer,Male,Alberta
5348,15348,2012,422148,5652187,Negative,White-tailed Deer,Female,Alberta
5349,15349,2012,430638,5646005,Negative,White-tailed Deer,Male,Alberta
5350,15350,2012,443494,5638571,Negative,White-tailed Deer,Female,Alberta
5351,15351,2012,530720,5601681,Negative,White-tailed Deer,Male,Alberta
5352,15352,2012,529805,5654904,Negative,White-tailed Deer,Male,Alberta
5353,15353,2012,523742,5635499,Negative,White-tailed Deer,Female,Alberta
5354,15354,2012,566593,5826763,Negative,White-tailed Deer,Male,Saskatchewan
5355,15355,2012,479349,5897534,Negative,White-tailed Deer,Male,Alberta
5356,15356,2012,451139,5919015,Negative,White-tailed Deer,Male,Alberta
5357,15357,2012,499871,5942944,Negative,White-tailed Deer,Female,Alberta
5358,15358,2012,480527,5955625,Negative,White-tailed Deer,Male,Alberta
5359,15359,2012,550941,5896179,Negative,White-tailed Deer,Male,Saskatchewan
5360,15360,2012,542870,6004619,Negative,White-tailed Deer,Female,Alberta
5361,15361,2012,537495,5805384,Negative,White-tailed Deer,Male,Alberta
5362,15362,2012,490276,5711109,Negative,White-tailed Deer,Male,Alberta
5363,15363,2012,528799,5719648,Negative,White-tailed Deer,Male,Alberta
5364,15364,2012,402940,5671938,Negative,White-tailed Deer,Female,Alberta
5365,15365,2012,530239,5633920,Negative,White-tailed Deer,Male,Alberta
5366,15366,2012,460196,5729431,Negative,White-tailed Deer,Female,Alberta
5367,15367,2012,505344,5643498,Negative,White-tailed Deer,Male,Alberta
5368,15368,2012,422437,5671598,Negative,White-tailed Deer,Female,Alberta
5369,15369,2012,476104,5899169,Negative,White-tailed Deer,Male,Alberta
5370,15370,2012,457914,5943201,Negative,White-tailed Deer,Female,Alberta
5371,15371,2012,621307,5902982,Negative,White-tailed Deer,Female,Saskatchewan
5372,15372,2012,410709,5820310,Negative,White-tailed Deer,Male,Alberta
5373,15373,2012,487946,5729283,Negative,White-tailed Deer,Male,Alberta
