,Case_ID,Year,Easting,Northing,CWD_Status,Species,Sex,Province
0,10000,2011,432845,5849162,Negative,White-tailed Deer,Male,Alberta
1,10001,2011,429500,5868700,Negative,White-tailed Deer,Male,Alberta
2,10002,2011,438723,5896022,Negative,White-tailed Deer,Male,Alberta
3,10003,2011,428623,5862820,Negative,Mule Deer,Male,Alberta
4,10004,2011,431230,5882820,Negative,Mule Deer,Female,Alberta
5,10005,2011,444623,5897822,Negative,Mule Deer,Female,Alberta
6,10006,2011,428592,5872368,Negative,Mule Deer,Female,Alberta
7,10007,2011,445655,5870519,Negative,White-tailed Deer,Male,Alberta
8,10008,2011,430831,5881672,Negative,White-tailed Deer,Male,Alberta
9,10009,2011,430200,5867300,Negative,White-tailed Deer,Male,Alberta
10,10010,2011,426423,5857920,Negative,White-tailed Deer,Male,Alberta
11,10011,2011,438723,5896022,Negative,White-tailed Deer,Female,Alberta
12,10012,2011,430131,5867041,Negative,Mule Deer,Male,Alberta
13,10013,2011,469823,5811220,Negative,White-tailed Deer,Male,Alberta
14,10014,2011,655418,5911974,Negative,Mule Deer,Female,Saskatchewan
15,10015,2011,517933,5797196,Negative,Mule Deer,Female,Alberta
16,10016,2011,483198,5858918,Negative,Mule Deer,Female,Alberta
17,10017,2011,496680,5806873,Negative,Mule Deer,Female,Alberta
18,10018,2011,507624,5852417,Negative,Mule Deer,Male,Alberta
19,10019,2011,507624,5852417,Negative,Mule Deer,Female,Alberta
20,10020,2011,646604,5907662,Negative,White-tailed Deer,Male,Saskatchewan
21,10021,2011,553529,5619920,Negative,Mule Deer,Male,Alberta
22,10022,2011,524861,5785903,Negative,White-tailed Deer,Female,Alberta
23,10023,2011,478683,5896985,Negative,Mule Deer,Female,Alberta
24,10024,2011,478683,5896985,Negative,Mule Deer,Male,Alberta
25,10025,2011,564599,5490117,Negative,White-tailed Deer,Male,Saskatchewan
26,10026,2011,495427,5685170,Negative,Mule Deer,Male,Alberta
27,10027,2011,489736,5653943,Negative,White-tailed Deer,Male,Alberta
28,10028,2011,545015,5489893,Negative,Mule Deer,Female,Alberta
29,10029,2011,565792,5645520,Negative,Mule Deer,Male,Saskatchewan
30,10030,2011,500073,5778156,Negative,Mule Deer,Female,Alberta
31,10031,2011,558236,5475411,Negative,Mule Deer,Male,Alberta
32,10032,2011,526486,5785912,Negative,Mule Deer,Male,Alberta
33,10033,2011,570796,5516090,Negative,Mule Deer,Male,Saskatchewan
34,10034,2011,527974,5828415,Negative,Mule Deer,Female,Alberta
35,10035,2011,559946,5467325,Negative,Mule Deer,Male,Alberta
36,10036,2011,521579,5792366,Negative,Mule Deer,Male,Alberta
37,10037,2011,477046,5687233,Negative,Mule Deer,Male,Alberta
38,10038,2011,506969,5685045,Negative,Mule Deer,Male,Alberta
39,10039,2011,537177,5465507,Negative,Mule Deer,Male,Alberta
40,10040,2011,504076,5894475,Negative,White-tailed Deer,Female,Alberta
41,10041,2011,544869,5507729,Negative,Mule Deer,Male,Alberta
42,10042,2011,554903,5483449,Negative,Mule Deer,Male,Alberta
43,10043,2011,540131,5488243,Negative,Mule Deer,Male,Alberta
44,10044,2011,633005,5847833,Negative,White-tailed Deer,Female,Saskatchewan
45,10045,2011,633005,5847833,Negative,White-tailed Deer,Female,Saskatchewan
46,10046,2011,464178,5823201,Negative,White-tailed Deer,Female,Alberta
47,10047,2011,529514,5438464,Negative,Mule Deer,Female,Montana
48,10048,2011,505154,5854883,Negative,White-tailed Deer,Female,Alberta
49,10049,2011,530830,5438810,Negative,Mule Deer,Male,Montana
50,10050,2011,500495,5897495,Negative,White-tailed Deer,Female,Alberta
51,10051,2011,540655,5930176,Negative,Mule Deer,Female,Saskatchewan
52,10052,2011,540655,5930176,Negative,Mule Deer,Female,Saskatchewan
53,10053,2011,540655,5930176,Negative,White-tailed Deer,Female,Saskatchewan
54,10054,2011,540655,5930176,Negative,Mule Deer,Male,Saskatchewan
55,10055,2011,486219,5742517,Negative,Mule Deer,Male,Alberta
56,10056,2011,565792,5645520,Negative,Mule Deer,Male,Saskatchewan
57,10057,2011,430414,5660167,Negative,Mule Deer,Male,Alberta
58,10058,2011,560811,5888204,Negative,Mule Deer,Female,Saskatchewan
59,10059,2011,517846,6041681,Negative,White-tailed Deer,Female,Alberta
60,10060,2011,518338,6022268,Negative,White-tailed Deer,Female,Alberta
61,10061,2011,534582,5790825,Negative,Mule Deer,Male,Alberta
62,10062,2011,525889,5716390,Negative,Mule Deer,Male,Alberta
63,10063,2011,512010,5841250,Negative,Mule Deer,Female,Alberta
64,10064,2011,469600,5790793,Negative,Mule Deer,Female,Alberta
65,10065,2011,544691,5560998,Negative,Mule Deer,Male,Alberta
66,10066,2011,551439,5870499,Negative,White-tailed Deer,Male,Saskatchewan
67,10067,2011,519491,5816631,Negative,White-tailed Deer,Male,Alberta
68,10068,2011,494490,5745467,Negative,Mule Deer,Male,Alberta
69,10069,2011,516249,5811756,Negative,Mule Deer,Male,Alberta
70,10070,2011,522613,5951083,Negative,Mule Deer,Female,Alberta
71,10071,2011,542705,5907429,Negative,Mule Deer,Female,Saskatchewan
72,10072,2011,542705,5907429,Negative,Mule Deer,Male,Saskatchewan
73,10073,2011,492487,5638269,Negative,Mule Deer,Female,Alberta
74,10074,2011,563063,5726434,Negative,Mule Deer,Male,Saskatchewan
75,10075,2011,545946,5792538,Negative,Mule Deer,Female,Alberta
76,10076,2011,478276,5850843,Negative,Mule Deer,Male,Alberta
77,10077,2011,558184,5849503,Negative,Mule Deer,Male,Alberta
78,10078,2011,523210,5907290,Negative,Mule Deer,Female,Alberta
79,10079,2011,518885,5750345,Negative,Mule Deer,Male,Alberta
80,10080,2011,530000,5620000,Negative,Mule Deer,Male,Alberta
81,10081,2011,528544,5534719,Negative,White-tailed Deer,Male,Alberta
82,10082,2011,542877,5771457,Negative,Mule Deer,Female,Alberta
83,10083,2011,542877,5771457,Negative,Mule Deer,Female,Alberta
84,10084,2011,560913,5880105,Negative,White-tailed Deer,Female,Saskatchewan
85,10085,2011,633005,5847833,Negative,White-tailed Deer,Female,Saskatchewan
86,10086,2011,515074,5795574,Negative,Mule Deer,Female,Alberta
87,10087,2011,515717,5842835,Negative,Mule Deer,Female,Alberta
88,10088,2011,531187,5633016,Negative,White-tailed Deer,Female,Alberta
89,10089,2011,539445,5909016,Negative,Mule Deer,Female,Saskatchewan
90,10090,2011,378976,5683769,Negative,Mule Deer,Male,Alberta
91,10091,2011,492487,5638269,Negative,White-tailed Deer,Female,Alberta
92,10092,2011,633407,5848256,Negative,White-tailed Deer,Female,Saskatchewan
93,10093,2011,531187,5633016,Negative,White-tailed Deer,Male,Alberta
94,10094,2011,478714,5695324,Negative,Mule Deer,Male,Alberta
95,10095,2011,545671,5682542,Negative,Mule Deer,Female,Alberta
96,10096,2011,493034,5684220,Negative,Mule Deer,Female,Alberta
97,10097,2011,478276,5850843,Negative,White-tailed Deer,Male,Alberta
98,10098,2011,551014,5889700,Negative,Mule Deer,Female,Saskatchewan
99,10099,2011,515074,5795574,Negative,Mule Deer,Female,Alberta
100,10100,2011,562807,5627685,Negative,Mule Deer,Male,Alberta
101,10101,2011,541925,5954433,Negative,White-tailed Deer,Male,Alberta
102,10102,2011,500460,5671007,Negative,Mule Deer,Female,Alberta
103,10103,2011,502326,5679480,Negative,Mule Deer,Male,Alberta
104,10104,2011,520501,5753584,Negative,Mule Deer,Female,Alberta
105,10105,2011,520506,5751967,Negative,Mule Deer,Female,Alberta
106,10106,2011,541100,5905795,Negative,White-tailed Deer,Female,Saskatchewan
107,10107,2011,555402,5689099,Negative,Mule Deer,Male,Alberta
108,10108,2011,516278,5803661,Negative,Mule Deer,Female,Alberta
109,10109,2011,522303,5964018,Negative,White-tailed Deer,Male,Alberta
110,10110,2011,487136,5649841,Negative,Mule Deer,Male,Alberta
111,10111,2011,487474,5675876,Negative,Mule Deer,Male,Alberta
112,10112,2011,489093,5674249,Negative,Mule Deer,Male,Alberta
113,10113,2011,547007,5714920,Negative,Mule Deer,Male,Alberta
114,10114,2011,536209,5907370,Negative,Mule Deer,Male,Alberta
115,10115,2011,484766,5638727,Negative,Mule Deer,Female,Alberta
116,10116,2011,473968,5829617,Negative,White-tailed Deer,Male,Alberta
117,10117,2011,548365,6048786,Negative,White-tailed Deer,Female,Alberta
118,10118,2011,519554,5800430,Negative,Mule Deer,Female,Alberta
119,10119,2011,513980,5865852,Negative,White-tailed Deer,Male,Alberta
120,10120,2011,442881,5698842,Negative,Mule Deer,Female,Alberta
121,10121,2011,651795,6100965,Negative,White-tailed Deer,Female,Saskatchewan
122,10122,2011,651795,6100965,Negative,White-tailed Deer,Female,Saskatchewan
123,10123,2011,522699,5925328,Negative,White-tailed Deer,Female,Alberta
124,10124,2011,521317,5927398,Negative,White-tailed Deer,Female,Alberta
125,10125,2011,509721,5683966,Negative,Mule Deer,Male,Alberta
126,10126,2011,544475,5815496,Negative,Mule Deer,Female,Alberta
127,10127,2011,529737,5785934,Negative,White-tailed Deer,Male,Alberta
128,10128,2011,558499,5938452,Negative,Mule Deer,Female,Saskatchewan
129,10129,2011,525943,6051432,Negative,White-tailed Deer,Female,Alberta
130,10130,2011,535710,6051498,Negative,White-tailed Deer,Female,Alberta
131,10131,2011,542705,5907429,Negative,Mule Deer,Female,Saskatchewan
132,10132,2011,280000,6022186,Negative,White-tailed Deer,Female,Alberta
133,10133,2011,558705,5685890,Negative,Mule Deer,Male,Saskatchewan
134,10134,2011,557051,5687495,Negative,Mule Deer,Male,Alberta
135,10135,2011,550539,5685818,Negative,Mule Deer,Female,Alberta
136,10136,2011,500495,5897495,Negative,White-tailed Deer,Female,Alberta
137,10137,2011,543948,5813553,Negative,Mule Deer,Male,Alberta
138,10138,2011,561247,5621192,Negative,Mule Deer,Female,Alberta
139,10139,2011,514108,5865376,Negative,Mule Deer,Female,Alberta
140,10140,2011,469000,5844880,Negative,Mule Deer,Male,Alberta
141,10141,2011,514177,5841098,Negative,White-tailed Deer,Female,Alberta
142,10142,2011,528248,5883028,Negative,Mule Deer,Male,Alberta
143,10143,2011,526467,5789152,Negative,Mule Deer,Male,Alberta
144,10144,2011,280000,6022186,Negative,Mule Deer,Male,Alberta
145,10145,2011,523945,5821911,Negative,Mule Deer,Female,Alberta
146,10146,2011,452050,6104431,Negative,White-tailed Deer,Male,Alberta
147,10147,2011,524841,5669448,Negative,Mule Deer,Male,Alberta
148,10148,2011,534600,5905743,Negative,Mule Deer,Female,Alberta
149,10149,2011,526494,5784292,Negative,Mule Deer,Female,Alberta
150,10150,2011,526494,5784292,Negative,Mule Deer,Female,Alberta
151,10151,2011,562393,5776523,Negative,Mule Deer,Female,Saskatchewan
152,10152,2011,515611,5633851,Negative,White-tailed Deer,Male,Alberta
153,10153,2011,453566,6070996,Negative,White-tailed Deer,Male,Alberta
154,10154,2011,495055,5808495,Negative,Mule Deer,Female,Alberta
155,10155,2011,295179,5516938,Negative,Mule Deer,Male,Alberta
156,10156,2011,515611,5633851,Negative,White-tailed Deer,Female,Alberta
157,10157,2011,522285,5854089,Negative,Mule Deer,Female,Alberta
158,10158,2011,519970,5538322,Negative,Mule Deer,Female,Alberta
159,10159,2011,489581,5730897,Negative,Mule Deer,Male,Alberta
160,10160,2011,558067,5859221,Negative,Mule Deer,Male,Saskatchewan
161,10161,2011,535761,5577250,Negative,Mule Deer,Male,Alberta
162,10162,2011,514130,5857294,Negative,White-tailed Deer,Male,Alberta
163,10163,2011,482199,5918803,Negative,Mule Deer,Male,Alberta
164,10164,2011,482199,5918803,Negative,Mule Deer,Female,Alberta
165,10165,2011,493969,5996326,Negative,White-tailed Deer,Female,Alberta
166,10166,2011,475479,5806944,Negative,Mule Deer,Female,Alberta
167,10167,2011,472476,5931767,Negative,Mule Deer,Female,Alberta
168,10168,2011,468526,5855752,Negative,Mule Deer,Male,Alberta
169,10169,2011,468526,5855752,Negative,White-tailed Deer,Male,Alberta
170,10170,2011,459590,5758508,Negative,Mule Deer,Male,Alberta
171,10171,2011,547710,5777976,Negative,Mule Deer,Male,Alberta
172,10172,2011,435641,5723211,Negative,White-tailed Deer,Male,Alberta
173,10173,2011,540809,5781128,Negative,Mule Deer,Male,Alberta
174,10174,2011,529085,5799796,Negative,Mule Deer,Female,Alberta
175,10175,2011,547161,5818440,Negative,Mule Deer,Female,Alberta
176,10176,2011,515580,5805554,Negative,Mule Deer,Female,Alberta
177,10177,2011,491335,5858897,Negative,Mule Deer,Female,Alberta
178,10178,2011,489707,5858901,Negative,Mule Deer,Female,Alberta
179,10179,2011,524866,5902440,Negative,Mule Deer,Male,Alberta
180,10180,2011,499545,5812131,Negative,Mule Deer,Male,Alberta
181,10181,2011,468400,5836276,Negative,Mule Deer,Female,Alberta
182,10182,2011,475598,5831229,Negative,Mule Deer,Male,Alberta
183,10183,2011,475598,5831229,Negative,Mule Deer,Female,Alberta
184,10184,2011,464055,5807014,Negative,White-tailed Deer,Female,Alberta
185,10185,2011,517874,5813384,Negative,Mule Deer,Female,Alberta
186,10186,2011,517874,5813384,Negative,Mule Deer,Female,Alberta
187,10187,2011,511842,5792326,Negative,Mule Deer,Female,Alberta
188,10188,2011,508601,5789079,Negative,Mule Deer,Male,Alberta
189,10189,2011,498849,5784211,Negative,White-tailed Deer,Male,Alberta
190,10190,2011,508620,5777752,Negative,Mule Deer,Female,Alberta
191,10191,2011,508620,5777752,Negative,Mule Deer,Female,Alberta
192,10192,2011,508614,5780989,Negative,Mule Deer,Female,Alberta
193,10193,2011,482818,5865800,Negative,White-tailed Deer,Male,Alberta
194,10194,2011,545227,5839661,Negative,Mule Deer,Female,Alberta
195,10195,2011,545227,5839661,Negative,Mule Deer,Female,Alberta
196,10196,2011,481040,5912155,Negative,Mule Deer,Male,Alberta
197,10197,2011,474063,5915601,Negative,Mule Deer,Male,Alberta
198,10198,2011,493030,5988238,Negative,White-tailed Deer,Female,Alberta
199,10199,2011,529333,5786333,Negative,Mule Deer,Male,Alberta
200,10200,2011,536466,5875057,Negative,Mule Deer,Male,Alberta
201,10201,2011,508471,5916647,Negative,White-tailed Deer,Female,Alberta
202,10202,2011,508471,5916647,Negative,Mule Deer,Female,Alberta
203,10203,2011,499871,5942944,Negative,Mule Deer,Female,Alberta
204,10204,2011,502733,5989852,Negative,White-tailed Deer,Female,Alberta
205,10205,2011,449865,5650221,Negative,Mule Deer,Male,Alberta
206,10206,2011,449860,5946522,Negative,Mule Deer,Female,Alberta
207,10207,2011,462528,5920533,Negative,Mule Deer,Female,Alberta
208,10208,2011,540295,5842857,Negative,Mule Deer,Female,Alberta
209,10209,2011,524861,5785903,Negative,White-tailed Deer,Male,Alberta
210,10210,2011,525448,5871908,Negative,Mule Deer,Male,Alberta
211,10211,2011,442112,6069493,Negative,White-tailed Deer,Male,Alberta
212,10212,2011,529200,5826399,Negative,White-tailed Deer,Female,Alberta
213,10213,2011,502743,5967202,Negative,Mule Deer,Female,Alberta
214,10214,2011,475019,5756834,Negative,Mule Deer,Male,Alberta
215,10215,2011,470840,5928544,Negative,Mule Deer,Male,Alberta
216,10216,2011,529211,5824779,Negative,White-tailed Deer,Female,Alberta
217,10217,2011,527974,5828415,Negative,White-tailed Deer,Female,Alberta
218,10218,2011,500066,5762805,Negative,Mule Deer,Female,Alberta
219,10219,2011,489104,5792322,Negative,Mule Deer,Female,Alberta
220,10220,2011,482581,5891070,Negative,White-tailed Deer,Male,Alberta
221,10221,2011,497150,5538288,Negative,Mule Deer,Female,Alberta
222,10222,2011,560988,5520861,Negative,White-tailed Deer,Male,Alberta
223,10223,2011,437243,5488489,Negative,White-tailed Deer,Female,Alberta
224,10224,2011,564707,5605063,Negative,Mule Deer,Male,Alberta
225,10225,2011,490140,5798798,Negative,Mule Deer,Male,Alberta
226,10226,2011,490144,5800412,Negative,Mule Deer,Female,Alberta
227,10227,2011,448499,5792578,Negative,Mule Deer,Female,Alberta
228,10228,2011,450134,5794179,Negative,Mule Deer,Female,Alberta
229,10229,2011,461726,5804292,Negative,Mule Deer,Female,Alberta
230,10230,2011,547672,5897766,Negative,White-tailed Deer,Female,Saskatchewan
231,10231,2011,468405,5737463,Negative,Mule Deer,Female,Alberta
232,10232,2011,468405,5737463,Negative,Mule Deer,Female,Alberta
233,10233,2011,541297,5645264,Negative,Mule Deer,Male,Alberta
234,10234,2011,425550,5661852,Negative,Mule Deer,Female,Alberta
235,10235,2011,495371,5433032,Negative,Mule Deer,Male,Montana
236,10236,2011,459590,5758508,Negative,Mule Deer,Male,Alberta
237,10237,2011,459590,5758508,Negative,Mule Deer,Female,Alberta
238,10238,2011,459590,5758508,Negative,Mule Deer,Female,Alberta
239,10239,2011,459590,5758508,Negative,Mule Deer,Male,Alberta
240,10240,2011,518022,5768476,Negative,Mule Deer,Female,Alberta
241,10241,2011,460326,5625873,Negative,Mule Deer,Female,Alberta
242,10242,2011,411673,5636166,Negative,Mule Deer,Female,Alberta
243,10243,2011,486345,5742247,Negative,Mule Deer,Female,Alberta
244,10244,2011,486345,5742247,Negative,Mule Deer,Female,Alberta
245,10245,2011,534183,5569149,Negative,White-tailed Deer,Male,Alberta
246,10246,2011,506468,5813352,Negative,Mule Deer,Male,Alberta
247,10247,2011,506468,5813352,Negative,Mule Deer,Female,Alberta
248,10248,2011,506468,5813352,Negative,Mule Deer,Female,Alberta
249,10249,2011,532817,5712794,Negative,Mule Deer,Male,Alberta
250,10250,2011,527898,5875346,Negative,Mule Deer,Female,Alberta
251,10251,2011,527898,5875346,Negative,White-tailed Deer,Female,Alberta
252,10252,2011,508113,5797161,Negative,Mule Deer,Female,Alberta
253,10253,2011,508113,5797161,Negative,Mule Deer,Female,Alberta
254,10254,2011,508113,5797161,Negative,Mule Deer,Female,Alberta
255,10255,2011,459075,5797341,Negative,White-tailed Deer,Male,Alberta
256,10256,2011,423155,5800995,Negative,Mule Deer,Female,Alberta
257,10257,2011,475529,5816648,Negative,Mule Deer,Female,Alberta
258,10258,2011,496678,5803656,Negative,Mule Deer,Female,Alberta
259,10259,2011,469681,5867249,Negative,White-tailed Deer,Female,Alberta
260,10260,2011,469660,5867182,Negative,White-tailed Deer,Female,Alberta
261,10261,2011,501174,5812945,Negative,Mule Deer,Female,Alberta
262,10262,2011,501174,5812945,Negative,White-tailed Deer,Female,Alberta
263,10263,2011,528041,5557805,Negative,Mule Deer,Male,Alberta
264,10264,2011,489943,5876731,Negative,White-tailed Deer,Female,Alberta
265,10265,2011,543963,5690620,Negative,Mule Deer,Female,Alberta
266,10266,2011,543963,5690620,Negative,Mule Deer,Female,Alberta
267,10267,2011,456322,5642063,Negative,Mule Deer,Female,Alberta
268,10268,2011,449865,5650221,Negative,Mule Deer,Female,Alberta
269,10269,2011,456322,5642063,Negative,Mule Deer,Male,Alberta
270,10270,2011,457959,5642050,Negative,Mule Deer,Male,Alberta
271,10271,2011,479231,5539951,Negative,Mule Deer,Female,Alberta
272,10272,2011,453295,5733145,Negative,Mule Deer,Male,Alberta
273,10273,2011,497215,5861299,Negative,Mule Deer,Female,Alberta
274,10274,2011,562135,5677841,Negative,Mule Deer,Female,Saskatchewan
275,10275,2011,511869,5780990,Negative,Mule Deer,Female,Alberta
276,10276,2011,476591,5745519,Negative,Mule Deer,Male,Alberta
277,10277,2011,472843,5789152,Negative,Mule Deer,Female,Alberta
278,10278,2011,508620,5777752,Negative,Mule Deer,Female,Alberta
279,10279,2011,508614,5780989,Negative,Mule Deer,Female,Alberta
280,10280,2011,508614,5780989,Negative,Mule Deer,Female,Alberta
281,10281,2011,494603,5868605,Negative,White-tailed Deer,Female,Alberta
282,10282,2011,537833,5907381,Negative,Mule Deer,Female,Alberta
283,10283,2011,476643,5952721,Negative,White-tailed Deer,Female,Alberta
284,10284,2011,476643,5952721,Negative,White-tailed Deer,Female,Alberta
285,10285,2011,564284,5639044,Negative,White-tailed Deer,Male,Alberta
286,10286,2011,441945,5631138,Negative,Mule Deer,Male,Alberta
287,10287,2011,516041,5452474,Negative,White-tailed Deer,Female,Montana
288,10288,2011,538717,5478463,Negative,Mule Deer,Male,Alberta
289,10289,2011,569321,5626141,Negative,Mule Deer,Female,Alberta
290,10290,2011,480400,5813391,Negative,Mule Deer,Female,Alberta
291,10291,2011,483982,5441129,Negative,Mule Deer,Male,Montana
292,10292,2011,502081,5641880,Negative,White-tailed Deer,Male,Alberta
293,10293,2011,549696,5638898,Negative,White-tailed Deer,Female,Alberta
294,10294,2011,451058,5634420,Negative,White-tailed Deer,Male,Alberta
295,10295,2011,489633,5638688,Negative,Mule Deer,Female,Alberta
296,10296,2011,549696,5638898,Negative,Mule Deer,Male,Alberta
297,10297,2011,504253,5632231,Negative,White-tailed Deer,Male,Alberta
298,10298,2011,504253,5632231,Negative,White-tailed Deer,Female,Alberta
299,10299,2011,491251,5628962,Negative,Mule Deer,Female,Alberta
300,10300,2011,491251,5628962,Negative,Mule Deer,Female,Alberta
301,10301,2011,498296,5713086,Negative,Mule Deer,Female,Alberta
302,10302,2011,556418,5616305,Negative,Mule Deer,Female,Alberta
303,10303,2011,570149,5564646,Negative,White-tailed Deer,Male,Saskatchewan
304,10304,2011,497754,5637065,Negative,Mule Deer,Male,Alberta
305,10305,2011,494515,5635444,Negative,Mule Deer,Male,Alberta
306,10306,2011,570105,5567880,Negative,White-tailed Deer,Male,Saskatchewan
307,10307,2011,544691,5560998,Negative,White-tailed Deer,Female,Alberta
308,10308,2011,529671,5549701,Negative,White-tailed Deer,Male,Alberta
309,10309,2011,544691,5560998,Negative,White-tailed Deer,Female,Alberta
310,10310,2011,473438,5860578,Negative,Mule Deer,Female,Alberta
311,10311,2011,448223,5878357,Negative,Mule Deer,Male,Alberta
312,10312,2011,529262,5816679,Negative,White-tailed Deer,Female,Alberta
313,10313,2011,529211,5824779,Negative,White-tailed Deer,Female,Alberta
314,10314,2011,530924,5811835,Negative,White-tailed Deer,Female,Alberta
315,10315,2011,550408,5933513,Negative,White-tailed Deer,Female,Saskatchewan
316,10316,2011,508055,5917048,Negative,Mule Deer,Male,Alberta
317,10317,2011,498838,5677489,Negative,Mule Deer,Male,Alberta
318,10318,2011,490140,5798798,Negative,Mule Deer,Female,Alberta
319,10319,2011,470905,5941482,Negative,Mule Deer,Male,Alberta
320,10320,2011,557503,5776463,Negative,Mule Deer,Male,Alberta
321,10321,2011,540614,5935036,Negative,White-tailed Deer,Female,Saskatchewan
322,10322,2011,523686,5515697,Negative,White-tailed Deer,Male,Alberta
323,10323,2011,470840,5928544,Negative,Mule Deer,Male,Alberta
324,10324,2011,563278,5831579,Negative,Mule Deer,Male,Saskatchewan
325,10325,2011,553739,5692336,Negative,Mule Deer,Female,Alberta
326,10326,2011,459117,5802189,Negative,Mule Deer,Female,Alberta
327,10327,2011,550640,5518277,Negative,White-tailed Deer,Male,Alberta
328,10328,2011,557707,5524054,Negative,White-tailed Deer,Male,Alberta
329,10329,2011,546658,5489908,Negative,White-tailed Deer,Female,Alberta
330,10330,2011,546658,5489908,Negative,White-tailed Deer,Male,Alberta
331,10331,2011,430478,5665021,Negative,Mule Deer,Female,Alberta
332,10332,2011,528527,5649095,Negative,White-tailed Deer,Male,Alberta
333,10333,2011,559815,5605016,Negative,White-tailed Deer,Male,Alberta
334,10334,2011,528527,5649095,Negative,Mule Deer,Male,Alberta
335,10335,2011,452151,5792136,Negative,Mule Deer,Male,Alberta
336,10336,2011,450102,5790939,Negative,Mule Deer,Male,Alberta
337,10337,2011,451743,5792542,Negative,Mule Deer,Male,Alberta
338,10338,2011,504204,5505937,Negative,White-tailed Deer,Male,Alberta
339,10339,2011,448499,5792578,Negative,Mule Deer,Male,Alberta
340,10340,2011,460341,5748850,Negative,Mule Deer,Male,Alberta
341,10341,2011,460341,5748850,Negative,Mule Deer,Male,Alberta
342,10342,2011,537885,5784375,Negative,Mule Deer,Female,Alberta
343,10343,2011,566724,5817049,Negative,Mule Deer,Female,Saskatchewan
344,10344,2011,500476,5776127,Negative,Mule Deer,Male,Alberta
345,10345,2011,509744,5803640,Negative,Mule Deer,Female,Alberta
346,10346,2011,509744,5803640,Negative,Mule Deer,Female,Alberta
347,10347,2011,558455,5616735,Negative,Mule Deer,Male,Alberta
348,10348,2011,466798,5617726,Negative,Mule Deer,Male,Alberta
349,10349,2011,477413,5944684,Negative,Mule Deer,Male,Alberta
350,10350,2011,491777,5798791,Negative,Mule Deer,Female,Alberta
351,10351,2011,491777,5798791,Negative,Mule Deer,Female,Alberta
352,10352,2011,468957,5806985,Negative,Mule Deer,Female,Alberta
353,10353,2011,445610,6088879,Negative,White-tailed Deer,Male,Alberta
354,10354,2011,455598,5867169,Negative,White-tailed Deer,Male,Alberta
355,10355,2011,561025,5715887,Negative,Mule Deer,Female,Saskatchewan
356,10356,2011,561025,5715887,Negative,Mule Deer,Female,Saskatchewan
357,10357,2011,530914,5813453,Negative,Mule Deer,Female,Alberta
358,10358,2011,496678,5803656,Negative,Mule Deer,Female,Alberta
359,10359,2011,492288,5758351,Negative,Mule Deer,Female,Alberta
360,10360,2011,492208,5811330,Negative,Mule Deer,Female,Alberta
361,10361,2011,501174,5812945,Negative,Mule Deer,Female,Alberta
362,10362,2011,516223,5692077,Negative,Mule Deer,Male,Alberta
363,10363,2011,500460,5677492,Negative,Mule Deer,Male,Alberta
364,10364,2011,467324,5806995,Negative,White-tailed Deer,Female,Alberta
365,10365,2011,468957,5806985,Negative,White-tailed Deer,Male,Alberta
366,10366,2011,475590,5829611,Negative,Mule Deer,Male,Alberta
367,10367,2011,519943,5795592,Negative,Mule Deer,Male,Alberta
368,10368,2011,519943,5795592,Negative,Mule Deer,Female,Alberta
369,10369,2011,519943,5795592,Negative,Mule Deer,Female,Alberta
370,10370,2011,519943,5795592,Negative,Mule Deer,Male,Alberta
371,10371,2011,533696,5852535,Negative,Mule Deer,Female,Alberta
372,10372,2011,529262,5816679,Negative,Mule Deer,Female,Alberta
373,10373,2011,530944,5808593,Negative,Mule Deer,Female,Alberta
374,10374,2011,483662,5814995,Negative,Mule Deer,Female,Alberta
375,10375,2011,555371,5692352,Negative,Mule Deer,Female,Alberta
376,10376,2011,517253,5751959,Negative,Mule Deer,Female,Alberta
377,10377,2011,493074,5798145,Negative,Mule Deer,Female,Alberta
378,10378,2011,493074,5798145,Negative,Mule Deer,Female,Alberta
379,10379,2011,508111,5803636,Negative,White-tailed Deer,Female,Alberta
380,10380,2011,563489,5815388,Negative,White-tailed Deer,Female,Saskatchewan
381,10381,2011,531353,5787566,Negative,Mule Deer,Female,Alberta
382,10382,2011,478156,5730935,Negative,Mule Deer,Male,Alberta
383,10383,2011,523201,5908907,Negative,Mule Deer,Female,Alberta
384,10384,2011,541733,5865552,Negative,Mule Deer,Female,Alberta
385,10385,2011,501720,5899517,Negative,Mule Deer,Male,Alberta
386,10386,2011,542678,5816130,Negative,Mule Deer,Male,Alberta
387,10387,2011,473389,5755243,Negative,Mule Deer,Male,Alberta
388,10388,2011,453732,5842915,Negative,Mule Deer,Male,Alberta
389,10389,2011,479888,5635470,Negative,White-tailed Deer,Male,Alberta
390,10390,2011,535105,5635544,Negative,Mule Deer,Female,Alberta
391,10391,2011,452266,5634007,Negative,Mule Deer,Female,Alberta
392,10392,2011,515611,5633851,Negative,White-tailed Deer,Male,Alberta
393,10393,2011,564686,5606680,Negative,White-tailed Deer,Male,Alberta
394,10394,2011,526542,5525395,Negative,Mule Deer,Female,Alberta
395,10395,2011,486344,5614413,Negative,Mule Deer,Male,Alberta
396,10396,2011,481461,5612806,Negative,Mule Deer,Female,Alberta
397,10397,2011,486346,5616032,Negative,Mule Deer,Female,Alberta
398,10398,2011,522135,5632247,Negative,Mule Deer,Male,Alberta
399,10399,2011,542105,5598342,Negative,Mule Deer,Female,Alberta
