,CWD_Status,Case_ID,Province,Sex,Species
11381,Negative,16921,Alberta,Male,Mule Deer
11382,Negative,16934,Alberta,Male,Mule Deer
11383,Negative,16936,Alberta,Male,Mule Deer
11384,Negative,16937,Alberta,Male,Mule Deer
11385,Negative,16965,Alberta,Male,Mule Deer
11386,Negative,17041,Alberta,Male,Mule Deer
11387,Negative,17096,Alberta,Male,Mule Deer
11388,Negative,17166,Alberta,Male,Mule Deer
11389,Negative,17199,Alberta,Male,Mule Deer
11390,Negative,17266,Alberta,Male,Mule Deer
11391,Negative,17283,Alberta,Male,Mule Deer
11392,Negative,17284,Alberta,Male,Mule Deer
11393,Negative,17405,Alberta,Male,Mule Deer
11394,Negative,17433,Alberta,Male,Mule Deer
11395,Negative,17500,Alberta,Male,Mule Deer
11396,Negative,17561,Alberta,Male,Mule Deer
11397,Negative,21442,Alberta,Male,White-tailed Deer
11398,Negative,21494,Alberta,Male,White-tailed Deer
11399,Negative,21502,Alberta,Male,White-tailed Deer
11400,Negative,21523,Alberta,Male,White-tailed Deer
11401,Negative,21524,Alberta,Male,White-tailed Deer
11402,Negative,21616,Alberta,Male,White-tailed Deer
11403,Negative,21623,Alberta,Male,White-tailed Deer
11404,Negative,21624,Alberta,Male,White-tailed Deer
11405,Negative,21626,Alberta,Male,White-tailed Deer
11406,Negative,21636,Alberta,Male,White-tailed Deer
11407,Negative,21716,Alberta,Male,White-tailed Deer
11408,Negative,21718,Alberta,Male,White-tailed Deer
11409,Negative,21799,Alberta,Male,White-tailed Deer
11410,Negative,21874,Alberta,Male,White-tailed Deer
11411,Negative,22030,Alberta,Male,White-tailed Deer
11412,Negative,22182,Alberta,Male,White-tailed Deer
11413,Negative,5279,Alberta,Female,Mule Deer
11414,Negative,5319,Alberta,Female,Mule Deer
11415,Negative,5564,Alberta,Female,Mule Deer
11416,Negative,5689,Alberta,Female,Mule Deer
11417,Negative,5952,Alberta,Female,Mule Deer
11418,Negative,6350,Alberta,Female,Mule Deer
11419,Negative,6538,Alberta,Female,Mule Deer
11420,Negative,11863,Alberta,Female,White-tailed Deer
11421,Negative,12034,Alberta,Female,White-tailed Deer
11422,Negative,12334,Alberta,Female,White-tailed Deer
11423,Negative,12347,Alberta,Female,White-tailed Deer
11424,Negative,16929,Alberta,Male,Mule Deer
11425,Negative,16939,Alberta,Male,Mule Deer
11426,Negative,17031,Alberta,Male,Mule Deer
11427,Negative,17061,Alberta,Male,Mule Deer
11428,Negative,17065,Alberta,Male,Mule Deer
11429,Negative,17185,Alberta,Male,Mule Deer
11430,Negative,17326,Alberta,Male,Mule Deer
11431,Negative,17329,Alberta,Male,Mule Deer
11432,Negative,21708,Alberta,Male,White-tailed Deer
11433,Negative,11837,Alberta,Female,White-tailed Deer
11434,Negative,5257,Alberta,Female,Mule Deer
11435,Negative,17587,Alberta,Male,Mule Deer
11436,Negative,5565,Alberta,Female,Mule Deer
11437,Negative,5572,Alberta,Female,Mule Deer
11438,Negative,5708,Alberta,Female,Mule Deer
11439,Negative,6281,Alberta,Female,Mule Deer
11440,Negative,6619,Alberta,Female,Mule Deer
11441,Negative,11954,Alberta,Female,White-tailed Deer
11442,Negative,11981,Alberta,Female,White-tailed Deer
11443,Negative,12026,Alberta,Female,White-tailed Deer
11444,Negative,12092,Alberta,Female,White-tailed Deer
11445,Negative,16645,Alberta,Male,Mule Deer
11446,Negative,16686,Alberta,Male,Mule Deer
11447,Negative,16919,Alberta,Male,Mule Deer
11448,Negative,16932,Alberta,Male,Mule Deer
11449,Negative,17060,Alberta,Male,Mule Deer
11450,Negative,17064,Alberta,Male,Mule Deer
11451,Negative,17078,Alberta,Male,Mule Deer
11452,Negative,17272,Alberta,Male,Mule Deer
11453,Negative,17476,Alberta,Male,Mule Deer
11454,Negative,17518,Alberta,Male,Mule Deer
11455,Negative,21579,Alberta,Male,White-tailed Deer
11456,Negative,21619,Alberta,Male,White-tailed Deer
11457,Negative,21689,Alberta,Male,White-tailed Deer
11458,Negative,21705,Alberta,Male,White-tailed Deer
11459,Negative,21711,Alberta,Male,White-tailed Deer
11460,Negative,21910,Alberta,Male,White-tailed Deer
11461,Negative,22118,Alberta,Male,White-tailed Deer
11462,Negative,22148,Alberta,Male,White-tailed Deer
11463,Negative,22150,Alberta,Male,White-tailed Deer
11464,Negative,21438,Alberta,Male,White-tailed Deer
11465,Negative,6632,Alberta,Female,Mule Deer
11466,Negative,5335,Alberta,Female,Mule Deer
11467,Negative,16675,Alberta,Male,Mule Deer
11468,Negative,16682,Alberta,Male,Mule Deer
11469,Negative,5558,Alberta,Female,Mule Deer
11470,Negative,5720,Alberta,Female,Mule Deer
11471,Negative,5740,Alberta,Female,Mule Deer
11472,Negative,5752,Alberta,Female,Mule Deer
11473,Negative,5842,Alberta,Female,Mule Deer
11474,Negative,5845,Alberta,Female,Mule Deer
11475,Negative,5963,Alberta,Female,Mule Deer
11476,Negative,6436,Alberta,Female,Mule Deer
11477,Negative,6687,Alberta,Female,Mule Deer
11478,Negative,11983,Alberta,Female,White-tailed Deer
11479,Negative,12098,Alberta,Female,White-tailed Deer
11480,Negative,12268,Alberta,Female,White-tailed Deer
11481,Negative,16666,Alberta,Male,Mule Deer
11482,Negative,16949,Alberta,Male,Mule Deer
11483,Negative,17040,Alberta,Male,Mule Deer
11484,Negative,17082,Alberta,Male,Mule Deer
11485,Negative,17186,Alberta,Male,Mule Deer
11486,Negative,17434,Alberta,Male,Mule Deer
11487,Negative,17604,Alberta,Male,Mule Deer
11488,Negative,17709,Alberta,Male,Mule Deer
11489,Negative,17748,Alberta,Male,Mule Deer
11490,Negative,17757,Alberta,Male,Mule Deer
11491,Negative,21582,Alberta,Male,White-tailed Deer
11492,Negative,21606,Alberta,Male,White-tailed Deer
11493,Negative,21709,Alberta,Male,White-tailed Deer
11494,Negative,21752,Alberta,Male,White-tailed Deer
11495,Negative,21797,Alberta,Male,White-tailed Deer
11496,Negative,21816,Alberta,Male,White-tailed Deer
11497,Negative,21894,Alberta,Male,White-tailed Deer
11498,Negative,21936,Alberta,Male,White-tailed Deer
11499,Negative,22177,Alberta,Male,White-tailed Deer
11500,Negative,16704,Alberta,Male,Mule Deer
11501,Negative,22105,Alberta,Male,White-tailed Deer
11502,Negative,16644,Alberta,Male,Mule Deer
11503,Negative,12227,Alberta,Female,White-tailed Deer
11504,Negative,6204,Alberta,Female,Mule Deer
11505,Negative,12228,Alberta,Female,White-tailed Deer
11506,Negative,17515,Alberta,Male,Mule Deer
11507,Negative,22190,Alberta,Male,White-tailed Deer
11508,Negative,6628,Alberta,Female,Mule Deer
11509,Negative,5292,Alberta,Female,Mule Deer
11510,Negative,5293,Alberta,Female,Mule Deer
11511,Negative,5296,Alberta,Female,Mule Deer
11512,Negative,5621,Alberta,Female,Mule Deer
11513,Negative,5735,Alberta,Female,Mule Deer
11514,Negative,5736,Alberta,Female,Mule Deer
11515,Negative,5956,Alberta,Female,Mule Deer
11516,Negative,5957,Alberta,Female,Mule Deer
11517,Negative,6105,Alberta,Female,Mule Deer
11518,Negative,6106,Alberta,Female,Mule Deer
11519,Negative,6107,Alberta,Female,Mule Deer
11520,Negative,6108,Alberta,Female,Mule Deer
11521,Negative,6166,Alberta,Female,Mule Deer
11522,Negative,6297,Alberta,Female,Mule Deer
11523,Negative,6300,Alberta,Female,Mule Deer
11524,Negative,6481,Alberta,Female,Mule Deer
11525,Negative,6482,Alberta,Female,Mule Deer
11526,Negative,6686,Alberta,Female,Mule Deer
11527,Negative,11895,Alberta,Female,White-tailed Deer
11528,Negative,11986,Alberta,Female,White-tailed Deer
11529,Negative,12078,Alberta,Female,White-tailed Deer
11530,Negative,12083,Alberta,Female,White-tailed Deer
11531,Negative,12230,Alberta,Female,White-tailed Deer
11532,Negative,12276,Alberta,Female,White-tailed Deer
11533,Negative,16628,Alberta,Male,Mule Deer
11534,Negative,16629,Alberta,Male,Mule Deer
11535,Negative,16940,Alberta,Male,Mule Deer
11536,Negative,16964,Alberta,Male,Mule Deer
11537,Negative,17035,Alberta,Male,Mule Deer
11538,Negative,17101,Alberta,Male,Mule Deer
11539,Negative,17114,Alberta,Male,Mule Deer
11540,Negative,17173,Alberta,Male,Mule Deer
11541,Negative,17226,Alberta,Male,Mule Deer
11542,Negative,17230,Alberta,Male,Mule Deer
11543,Negative,17270,Alberta,Male,Mule Deer
11544,Negative,17280,Alberta,Male,Mule Deer
11545,Negative,17394,Alberta,Male,Mule Deer
11546,Negative,21484,Alberta,Male,White-tailed Deer
11547,Negative,21692,Alberta,Male,White-tailed Deer
11548,Negative,21696,Alberta,Male,White-tailed Deer
11549,Negative,21713,Alberta,Male,White-tailed Deer
11550,Negative,21784,Alberta,Male,White-tailed Deer
11551,Negative,21867,Alberta,Male,White-tailed Deer
11552,Negative,21876,Alberta,Male,White-tailed Deer
11553,Negative,22194,Alberta,Male,White-tailed Deer
11554,Negative,5627,Alberta,Female,Mule Deer
11555,Negative,5628,Alberta,Female,Mule Deer
11556,Negative,5629,Alberta,Female,Mule Deer
11557,Negative,5691,Alberta,Female,Mule Deer
11558,Negative,5692,Alberta,Female,Mule Deer
11559,Negative,5693,Alberta,Female,Mule Deer
11560,Negative,5737,Alberta,Female,Mule Deer
11561,Negative,5860,Alberta,Female,Mule Deer
11562,Negative,5864,Alberta,Female,Mule Deer
11563,Negative,5865,Alberta,Female,Mule Deer
11564,Negative,5962,Alberta,Female,Mule Deer
11565,Negative,6080,Alberta,Female,Mule Deer
11566,Negative,6118,Alberta,Female,Mule Deer
11567,Negative,6119,Alberta,Female,Mule Deer
11568,Negative,6163,Alberta,Female,Mule Deer
11569,Negative,6164,Alberta,Female,Mule Deer
11570,Negative,6425,Alberta,Female,Mule Deer
11571,Negative,6480,Alberta,Female,Mule Deer
11572,Negative,6488,Alberta,Female,Mule Deer
11573,Negative,12077,Alberta,Female,White-tailed Deer
11574,Negative,12085,Alberta,Female,White-tailed Deer
11575,Negative,12102,Alberta,Female,White-tailed Deer
11576,Negative,12132,Alberta,Female,White-tailed Deer
11577,Negative,12133,Alberta,Female,White-tailed Deer
11578,Negative,12134,Alberta,Female,White-tailed Deer
11579,Negative,12137,Alberta,Female,White-tailed Deer
11580,Negative,12216,Alberta,Female,White-tailed Deer
11581,Negative,12297,Alberta,Female,White-tailed Deer
11582,Negative,12328,Alberta,Female,White-tailed Deer
11583,Negative,12374,Alberta,Female,White-tailed Deer
11584,Negative,16627,Alberta,Male,Mule Deer
11585,Negative,16938,Alberta,Male,Mule Deer
11586,Negative,17032,Alberta,Male,Mule Deer
11587,Negative,17033,Alberta,Male,Mule Deer
11588,Negative,17077,Alberta,Male,Mule Deer
11589,Negative,17079,Alberta,Male,Mule Deer
11590,Negative,17181,Alberta,Male,Mule Deer
11591,Negative,17184,Alberta,Male,Mule Deer
11592,Negative,17190,Alberta,Male,Mule Deer
11593,Negative,17195,Alberta,Male,Mule Deer
11594,Negative,17211,Alberta,Male,Mule Deer
11595,Negative,17238,Alberta,Male,Mule Deer
11596,Negative,17398,Alberta,Male,Mule Deer
11597,Negative,17429,Alberta,Male,Mule Deer
11598,Negative,17453,Alberta,Male,Mule Deer
11599,Negative,17455,Alberta,Male,Mule Deer
11600,Negative,17594,Alberta,Male,Mule Deer
11601,Negative,17595,Alberta,Male,Mule Deer
11602,Negative,17597,Alberta,Male,Mule Deer
11603,Negative,17656,Alberta,Male,Mule Deer
11604,Negative,17751,Alberta,Male,Mule Deer
11605,Negative,21486,Alberta,Male,White-tailed Deer
11606,Negative,21632,Alberta,Male,White-tailed Deer
11607,Negative,21653,Alberta,Male,White-tailed Deer
11608,Negative,21669,Alberta,Male,White-tailed Deer
11609,Negative,21742,Alberta,Male,White-tailed Deer
11610,Negative,21795,Alberta,Male,White-tailed Deer
11611,Negative,21796,Alberta,Male,White-tailed Deer
11612,Negative,21806,Alberta,Male,White-tailed Deer
11613,Negative,21825,Alberta,Male,White-tailed Deer
11614,Negative,21870,Alberta,Male,White-tailed Deer
11615,Negative,21904,Alberta,Male,White-tailed Deer
11616,Negative,21952,Alberta,Male,White-tailed Deer
11617,Negative,21953,Alberta,Male,White-tailed Deer
11618,Negative,22009,Alberta,Male,White-tailed Deer
11619,Negative,22067,Alberta,Male,White-tailed Deer
11620,Negative,22068,Alberta,Male,White-tailed Deer
11621,Negative,22187,Alberta,Male,White-tailed Deer
11622,Negative,22204,Alberta,Male,White-tailed Deer
11623,Negative,5349,Alberta,Female,Mule Deer
11624,Negative,5350,Alberta,Female,Mule Deer
11625,Negative,5524,Alberta,Female,Mule Deer
11626,Negative,5626,Alberta,Female,Mule Deer
11627,Negative,5794,Alberta,Female,Mule Deer
11628,Negative,5795,Alberta,Female,Mule Deer
11629,Negative,5796,Alberta,Female,Mule Deer
11630,Negative,5856,Alberta,Female,Mule Deer
11631,Negative,5862,Alberta,Female,Mule Deer
11632,Negative,5905,Alberta,Female,Mule Deer
11633,Negative,5913,Alberta,Female,Mule Deer
11634,Negative,5928,Alberta,Female,Mule Deer
11635,Negative,5960,Alberta,Female,Mule Deer
11636,Negative,5961,Alberta,Female,Mule Deer
11637,Negative,6024,Alberta,Female,Mule Deer
11638,Negative,6053,Alberta,Female,Mule Deer
11639,Negative,6054,Alberta,Female,Mule Deer
11640,Negative,6214,Alberta,Female,Mule Deer
11641,Negative,6346,Alberta,Female,Mule Deer
11642,Negative,6347,Alberta,Female,Mule Deer
11643,Negative,6620,Alberta,Female,Mule Deer
11644,Negative,11973,Alberta,Female,White-tailed Deer
11645,Negative,11978,Alberta,Female,White-tailed Deer
11646,Negative,11987,Alberta,Female,White-tailed Deer
11647,Negative,12073,Alberta,Female,White-tailed Deer
11648,Negative,12135,Alberta,Female,White-tailed Deer
11649,Negative,12142,Alberta,Female,White-tailed Deer
11650,Negative,12144,Alberta,Female,White-tailed Deer
11651,Negative,12327,Alberta,Female,White-tailed Deer
11652,Negative,12373,Alberta,Female,White-tailed Deer
11653,Negative,16659,Alberta,Male,Mule Deer
11654,Negative,16671,Alberta,Male,Mule Deer
11655,Negative,16683,Alberta,Male,Mule Deer
11656,Negative,16853,Alberta,Male,Mule Deer
11657,Negative,16995,Alberta,Male,Mule Deer
11658,Negative,17037,Alberta,Male,Mule Deer
11659,Negative,17059,Alberta,Male,Mule Deer
11660,Negative,17109,Alberta,Male,Mule Deer
11661,Negative,17110,Alberta,Male,Mule Deer
11662,Negative,17112,Alberta,Male,Mule Deer
11663,Negative,17165,Alberta,Male,Mule Deer
11664,Negative,17179,Alberta,Male,Mule Deer
11665,Negative,17187,Alberta,Male,Mule Deer
11666,Negative,17196,Alberta,Male,Mule Deer
11667,Negative,17205,Alberta,Male,Mule Deer
11668,Negative,17217,Alberta,Male,Mule Deer
11669,Negative,17220,Alberta,Male,Mule Deer
11670,Negative,17262,Alberta,Male,Mule Deer
11671,Negative,17269,Alberta,Male,Mule Deer
11672,Negative,17271,Alberta,Male,Mule Deer
11673,Negative,17332,Alberta,Male,Mule Deer
11674,Negative,17397,Alberta,Male,Mule Deer
11675,Negative,17399,Alberta,Male,Mule Deer
11676,Negative,17520,Alberta,Male,Mule Deer
11677,Negative,17644,Alberta,Male,Mule Deer
11678,Negative,21631,Alberta,Male,White-tailed Deer
11679,Negative,21685,Alberta,Male,White-tailed Deer
11680,Negative,21686,Alberta,Male,White-tailed Deer
11681,Negative,21698,Alberta,Male,White-tailed Deer
11682,Negative,21699,Alberta,Male,White-tailed Deer
11683,Negative,21748,Alberta,Male,White-tailed Deer
11684,Negative,21750,Alberta,Male,White-tailed Deer
11685,Negative,21751,Alberta,Male,White-tailed Deer
11686,Negative,21782,Alberta,Male,White-tailed Deer
11687,Negative,21813,Alberta,Male,White-tailed Deer
11688,Negative,21868,Alberta,Male,White-tailed Deer
11689,Negative,21878,Alberta,Male,White-tailed Deer
11690,Negative,21883,Alberta,Male,White-tailed Deer
11691,Negative,22008,Alberta,Male,White-tailed Deer
11692,Negative,22013,Alberta,Male,White-tailed Deer
11693,Negative,22117,Alberta,Male,White-tailed Deer
11694,Negative,22138,Alberta,Male,White-tailed Deer
11695,Negative,22152,Alberta,Male,White-tailed Deer
11696,Negative,22206,Alberta,Male,White-tailed Deer
11697,Negative,22211,Alberta,Male,White-tailed Deer
11698,Negative,5345,Alberta,Female,Mule Deer
11699,Negative,5820,Alberta,Female,Mule Deer
11700,Negative,5848,Alberta,Female,Mule Deer
11701,Negative,5857,Alberta,Female,Mule Deer
11702,Negative,5882,Alberta,Female,Mule Deer
11703,Negative,6345,Alberta,Female,Mule Deer
11704,Negative,6348,Alberta,Female,Mule Deer
11705,Negative,6692,Alberta,Female,Mule Deer
11706,Negative,12008,Alberta,Female,White-tailed Deer
11707,Negative,12213,Alberta,Female,White-tailed Deer
11708,Negative,12312,Alberta,Female,White-tailed Deer
11709,Negative,17053,Alberta,Male,Mule Deer
11710,Negative,17083,Alberta,Male,Mule Deer
11711,Negative,17140,Alberta,Male,Mule Deer
11712,Negative,17161,Alberta,Male,Mule Deer
11713,Negative,17170,Alberta,Male,Mule Deer
11714,Negative,17171,Alberta,Male,Mule Deer
11715,Negative,17172,Alberta,Male,Mule Deer
11716,Negative,17188,Alberta,Male,Mule Deer
11717,Negative,17203,Alberta,Male,Mule Deer
11718,Negative,17265,Alberta,Male,Mule Deer
11719,Negative,17276,Alberta,Male,Mule Deer
11720,Negative,17322,Alberta,Male,Mule Deer
11721,Negative,17392,Alberta,Male,Mule Deer
11722,Negative,17395,Alberta,Male,Mule Deer
11723,Negative,17474,Alberta,Male,Mule Deer
11724,Negative,21432,Alberta,Male,White-tailed Deer
11725,Negative,21610,Alberta,Male,White-tailed Deer
11726,Negative,21774,Alberta,Male,White-tailed Deer
11727,Negative,21783,Alberta,Male,White-tailed Deer
11728,Negative,21793,Alberta,Male,White-tailed Deer
11729,Negative,21803,Alberta,Male,White-tailed Deer
11730,Negative,21820,Alberta,Male,White-tailed Deer
11731,Negative,21823,Alberta,Male,White-tailed Deer
11732,Negative,21885,Alberta,Male,White-tailed Deer
11733,Negative,21886,Alberta,Male,White-tailed Deer
11734,Negative,21889,Alberta,Male,White-tailed Deer
11735,Negative,22084,Alberta,Male,White-tailed Deer
11736,Negative,5254,Alberta,Female,Mule Deer
11737,Negative,5285,Alberta,Female,Mule Deer
11738,Negative,5389,Alberta,Female,Mule Deer
11739,Negative,5560,Alberta,Female,Mule Deer
11740,Negative,5562,Alberta,Female,Mule Deer
11741,Negative,5570,Alberta,Female,Mule Deer
11742,Negative,5571,Alberta,Female,Mule Deer
11743,Negative,5953,Alberta,Female,Mule Deer
11744,Negative,5958,Alberta,Female,Mule Deer
11745,Negative,6138,Alberta,Female,Mule Deer
11746,Negative,6162,Alberta,Female,Mule Deer
11747,Negative,6229,Alberta,Female,Mule Deer
11748,Negative,6401,Alberta,Female,Mule Deer
11749,Negative,6402,Alberta,Female,Mule Deer
11750,Negative,6403,Alberta,Female,Mule Deer
11751,Negative,6431,Alberta,Female,Mule Deer
11752,Negative,6536,Alberta,Female,Mule Deer
11753,Negative,6668,Alberta,Female,Mule Deer
11754,Negative,11960,Alberta,Female,White-tailed Deer
11755,Negative,12049,Alberta,Female,White-tailed Deer
11756,Negative,12138,Alberta,Female,White-tailed Deer
11757,Negative,12229,Alberta,Female,White-tailed Deer
11758,Negative,12350,Alberta,Female,White-tailed Deer
11759,Negative,12384,Alberta,Female,White-tailed Deer
11760,Negative,16925,Alberta,Male,Mule Deer
11761,Negative,16926,Alberta,Male,Mule Deer
11762,Negative,16952,Alberta,Male,Mule Deer
11763,Negative,17103,Alberta,Male,Mule Deer
11764,Negative,17201,Alberta,Male,Mule Deer
11765,Negative,17263,Alberta,Male,Mule Deer
11766,Negative,17279,Alberta,Male,Mule Deer
11767,Negative,17400,Alberta,Male,Mule Deer
11768,Negative,17437,Alberta,Male,Mule Deer
11769,Negative,17593,Alberta,Male,Mule Deer
11770,Negative,17780,Alberta,Male,Mule Deer
11771,Negative,21580,Alberta,Male,White-tailed Deer
11772,Negative,21618,Alberta,Male,White-tailed Deer
11773,Negative,21620,Alberta,Male,White-tailed Deer
11774,Negative,21622,Alberta,Male,White-tailed Deer
11775,Negative,21648,Alberta,Male,White-tailed Deer
11776,Negative,21656,Alberta,Male,White-tailed Deer
11777,Negative,21785,Alberta,Male,White-tailed Deer
11778,Negative,21798,Alberta,Male,White-tailed Deer
11779,Negative,21818,Alberta,Male,White-tailed Deer
11780,Negative,21859,Alberta,Male,White-tailed Deer
11781,Negative,21872,Alberta,Male,White-tailed Deer
11782,Negative,21884,Alberta,Male,White-tailed Deer
11783,Negative,21887,Alberta,Male,White-tailed Deer
11784,Negative,22015,Alberta,Male,White-tailed Deer
11785,Negative,22174,Alberta,Male,White-tailed Deer
11786,Negative,22175,Alberta,Male,White-tailed Deer
11787,Negative,22205,Alberta,Male,White-tailed Deer
11788,Negative,5559,Alberta,Female,Mule Deer
11789,Negative,5780,Alberta,Female,Mule Deer
11790,Negative,5892,Alberta,Female,Mule Deer
11791,Negative,5947,Alberta,Female,Mule Deer
11792,Negative,6420,Alberta,Female,Mule Deer
11793,Negative,11992,Alberta,Female,White-tailed Deer
11794,Negative,12010,Alberta,Female,White-tailed Deer
11795,Negative,12048,Alberta,Female,White-tailed Deer
11796,Negative,12100,Alberta,Female,White-tailed Deer
11797,Negative,12101,Alberta,Female,White-tailed Deer
11798,Negative,12131,Alberta,Female,White-tailed Deer
11799,Negative,12214,Alberta,Female,White-tailed Deer
11800,Negative,12238,Alberta,Female,White-tailed Deer
11801,Negative,12337,Alberta,Female,White-tailed Deer
11802,Negative,12379,Alberta,Female,White-tailed Deer
11803,Negative,16845,Alberta,Male,Mule Deer
11804,Negative,16973,Alberta,Male,Mule Deer
11805,Negative,17034,Alberta,Male,Mule Deer
11806,Negative,17036,Alberta,Male,Mule Deer
11807,Negative,17122,Alberta,Male,Mule Deer
11808,Negative,17277,Alberta,Male,Mule Deer
11809,Negative,17546,Alberta,Male,Mule Deer
11810,Negative,17794,Alberta,Male,Mule Deer
11811,Negative,21741,Alberta,Male,White-tailed Deer
11812,Negative,21791,Alberta,Male,White-tailed Deer
11813,Negative,21792,Alberta,Male,White-tailed Deer
11814,Negative,21809,Alberta,Male,White-tailed Deer
11815,Negative,21842,Alberta,Male,White-tailed Deer
11816,Negative,21853,Alberta,Male,White-tailed Deer
11817,Negative,21866,Alberta,Male,White-tailed Deer
11818,Negative,22029,Alberta,Male,White-tailed Deer
11819,Negative,22123,Alberta,Male,White-tailed Deer
11820,Negative,22124,Alberta,Male,White-tailed Deer
11821,Negative,22179,Alberta,Male,White-tailed Deer
11822,Negative,22183,Alberta,Male,White-tailed Deer
11823,Negative,5348,Alberta,Female,Mule Deer
11824,Negative,5716,Alberta,Female,Mule Deer
11825,Negative,5858,Alberta,Female,Mule Deer
11826,Negative,6673,Alberta,Female,Mule Deer
11827,Negative,6674,Alberta,Female,Mule Deer
11828,Negative,6676,Alberta,Female,Mule Deer
11829,Negative,16990,Alberta,Male,Mule Deer
11830,Negative,17058,Alberta,Male,Mule Deer
11831,Negative,17168,Alberta,Male,Mule Deer
11832,Negative,17206,Alberta,Male,Mule Deer
11833,Negative,17208,Alberta,Male,Mule Deer
11834,Negative,17219,Alberta,Male,Mule Deer
11835,Negative,17222,Alberta,Male,Mule Deer
11836,Negative,17333,Alberta,Male,Mule Deer
11837,Negative,17489,Alberta,Male,Mule Deer
11838,Negative,17792,Alberta,Male,Mule Deer
11839,Negative,17793,Alberta,Male,Mule Deer
11840,Negative,21744,Alberta,Male,White-tailed Deer
11841,Negative,21865,Alberta,Male,White-tailed Deer
11842,Negative,21932,Alberta,Male,White-tailed Deer
11843,Negative,21947,Alberta,Male,White-tailed Deer
11844,Negative,21959,Alberta,Male,White-tailed Deer
11845,Negative,22032,Alberta,Male,White-tailed Deer
11846,Negative,22085,Alberta,Male,White-tailed Deer
11847,Negative,5525,Alberta,Female,Mule Deer
11848,Negative,5526,Alberta,Female,Mule Deer
11849,Negative,5527,Alberta,Female,Mule Deer
11850,Negative,5528,Alberta,Female,Mule Deer
11851,Negative,5529,Alberta,Female,Mule Deer
11852,Negative,5530,Alberta,Female,Mule Deer
11853,Negative,5531,Alberta,Female,Mule Deer
11854,Negative,5532,Alberta,Female,Mule Deer
11855,Negative,5533,Alberta,Female,Mule Deer
11856,Negative,5534,Alberta,Female,Mule Deer
11857,Negative,5535,Alberta,Female,Mule Deer
11858,Negative,5536,Alberta,Female,Mule Deer
11859,Negative,5871,Alberta,Female,Mule Deer
11860,Negative,5891,Alberta,Female,Mule Deer
11861,Negative,5950,Alberta,Female,Mule Deer
11862,Negative,6043,Alberta,Female,Mule Deer
11863,Negative,6062,Alberta,Female,Mule Deer
11864,Negative,6161,Alberta,Female,Mule Deer
11865,Negative,6314,Alberta,Female,Mule Deer
11866,Negative,6416,Alberta,Female,Mule Deer
11867,Negative,6682,Alberta,Female,Mule Deer
11868,Negative,11940,Alberta,Female,White-tailed Deer
11869,Negative,12086,Alberta,Female,White-tailed Deer
11870,Negative,12154,Alberta,Female,White-tailed Deer
11871,Negative,12183,Alberta,Female,White-tailed Deer
11872,Negative,12196,Alberta,Female,White-tailed Deer
11873,Negative,16849,Alberta,Male,Mule Deer
11874,Negative,16850,Alberta,Male,Mule Deer
11875,Negative,16851,Alberta,Male,Mule Deer
11876,Negative,16852,Alberta,Male,Mule Deer
11877,Negative,16854,Alberta,Male,Mule Deer
11878,Negative,16855,Alberta,Male,Mule Deer
11879,Negative,16856,Alberta,Male,Mule Deer
11880,Negative,16857,Alberta,Male,Mule Deer
11881,Negative,16858,Alberta,Male,Mule Deer
11882,Negative,16859,Alberta,Male,Mule Deer
11883,Negative,16860,Alberta,Male,Mule Deer
11884,Negative,16861,Alberta,Male,Mule Deer
11885,Negative,16862,Alberta,Male,Mule Deer
11886,Negative,16863,Alberta,Male,Mule Deer
11887,Negative,16864,Alberta,Male,Mule Deer
11888,Negative,16865,Alberta,Male,Mule Deer
11889,Negative,16867,Alberta,Male,Mule Deer
11890,Negative,16868,Alberta,Male,Mule Deer
11891,Negative,16869,Alberta,Male,Mule Deer
11892,Negative,16870,Alberta,Male,Mule Deer
11893,Negative,16871,Alberta,Male,Mule Deer
11894,Negative,16872,Alberta,Male,Mule Deer
11895,Negative,16873,Alberta,Male,Mule Deer
11896,Negative,16874,Alberta,Male,Mule Deer
11897,Negative,16875,Alberta,Male,Mule Deer
11898,Negative,16876,Alberta,Male,Mule Deer
11899,Negative,16877,Alberta,Male,Mule Deer
11900,Negative,16878,Alberta,Male,Mule Deer
11901,Negative,16888,Alberta,Male,Mule Deer
11902,Negative,17102,Alberta,Male,Mule Deer
11903,Negative,17104,Alberta,Male,Mule Deer
11904,Negative,17107,Alberta,Male,Mule Deer
11905,Negative,17108,Alberta,Male,Mule Deer
11906,Negative,17209,Alberta,Male,Mule Deer
11907,Negative,17274,Alberta,Male,Mule Deer
11908,Negative,17309,Alberta,Male,Mule Deer
11909,Negative,17346,Alberta,Male,Mule Deer
11910,Negative,17347,Alberta,Male,Mule Deer
11911,Negative,17576,Alberta,Male,Mule Deer
11912,Negative,17635,Alberta,Male,Mule Deer
11913,Negative,17753,Alberta,Male,Mule Deer
11914,Negative,17755,Alberta,Male,Mule Deer
11915,Negative,21451,Alberta,Male,White-tailed Deer
11916,Negative,21583,Alberta,Male,White-tailed Deer
11917,Negative,21584,Alberta,Male,White-tailed Deer
11918,Negative,21585,Alberta,Male,White-tailed Deer
11919,Negative,21586,Alberta,Male,White-tailed Deer
11920,Negative,21706,Alberta,Male,White-tailed Deer
11921,Negative,21789,Alberta,Male,White-tailed Deer
11922,Negative,21804,Alberta,Male,White-tailed Deer
