,CWD_Status,Case_ID,Province,Sex,Species
8012,Negative,9528,Alberta,Female,White-tailed Deer
8013,Negative,9529,Alberta,Female,White-tailed Deer
8014,Negative,9530,Alberta,Female,White-tailed Deer
8015,Negative,9531,Alberta,Female,White-tailed Deer
8016,Negative,9532,Alberta,Female,White-tailed Deer
8017,Negative,9533,Alberta,Female,White-tailed Deer
8018,Negative,9534,Alberta,Female,White-tailed Deer
8019,Negative,9535,Alberta,Female,White-tailed Deer
8020,Negative,9536,Alberta,Female,White-tailed Deer
8021,Negative,9537,Alberta,Female,White-tailed Deer
8022,Negative,9538,Alberta,Female,White-tailed Deer
8023,Negative,9539,Alberta,Female,White-tailed Deer
8024,Negative,9540,Alberta,Female,White-tailed Deer
8025,Negative,9541,Alberta,Female,White-tailed Deer
8026,Negative,9542,Alberta,Female,White-tailed Deer
8027,Negative,9543,Alberta,Female,White-tailed Deer
8028,Negative,9544,Alberta,Female,White-tailed Deer
8029,Negative,9545,Alberta,Female,White-tailed Deer
8030,Negative,9546,Alberta,Female,White-tailed Deer
8031,Negative,9547,Alberta,Female,White-tailed Deer
8032,Negative,9548,Alberta,Female,White-tailed Deer
