id,province,case_id,species,sex,cwd_status
500,Saskatchewan,30423,"White-tailed Deer",Female,Negative
501,Saskatchewan,30424,"White-tailed Deer",Male,Negative
502,Saskatchewan,30425,"White-tailed Deer",Female,Negative
503,Saskatchewan,30426,"White-tailed Deer",Female,Negative
504,Saskatchewan,30427,"White-tailed Deer",Male,Negative
505,Saskatchewan,30428,"White-tailed Deer",Female,Negative
506,Saskatchewan,30429,"White-tailed Deer",Female,Negative
507,Saskatchewan,30430,"White-tailed Deer",Female,Negative
508,Saskatchewan,30431,"White-tailed Deer",Male,Negative
509,Saskatchewan,30432,"White-tailed Deer",Female,Negative
510,Saskatchewan,30433,"White-tailed Deer",Female,Negative
511,Saskatchewan,30434,"White-tailed Deer",Female,Negative
512,Saskatchewan,30435,"White-tailed Deer",Female,Negative
513,Saskatchewan,30436,"White-tailed Deer",Female,Negative
514,Saskatchewan,30437,"White-tailed Deer",Female,Negative
515,Saskatchewan,30438,"White-tailed Deer",Female,Negative
516,Saskatchewan,30439,"White-tailed Deer",Female,Negative
517,Saskatchewan,30440,"White-tailed Deer",Female,Negative
518,Saskatchewan,30441,"White-tailed Deer",Female,Negative
519,Saskatchewan,30442,"White-tailed Deer",Female,Negative
520,Saskatchewan,30443,"White-tailed Deer",Female,Negative
521,Saskatchewan,30444,"White-tailed Deer",Female,Negative
522,Saskatchewan,30445,"White-tailed Deer",Female,Negative
523,Saskatchewan,30446,"White-tailed Deer",Female,Negative
524,Saskatchewan,30447,"White-tailed Deer",Female,Negative
525,Saskatchewan,30448,"White-tailed Deer",Male,Negative
526,Saskatchewan,30449,"White-tailed Deer",Female,Negative
527,Saskatchewan,30450,"White-tailed Deer",Female,Negative
528,Saskatchewan,30451,"White-tailed Deer",Male,Negative
529,Saskatchewan,30452,"White-tailed Deer",Female,Negative
530,Saskatchewan,30453,"White-tailed Deer",Male,Negative
531,Saskatchewan,30454,"White-tailed Deer",Female,Negative
532,Saskatchewan,33256,"Mule Deer",Female,Negative
533,Saskatchewan,33257,"Mule Deer",Female,Negative
534,Saskatchewan,33258,"Mule Deer",Female,Negative
535,Saskatchewan,33259,"Mule Deer",Female,Negative
536,Saskatchewan,33260,"Mule Deer",Male,Negative
537,Saskatchewan,33261,"Mule Deer",Female,Negative
538,Saskatchewan,33262,"Mule Deer",Female,Negative
539,Saskatchewan,33263,"Mule Deer",Male,Negative
540,Saskatchewan,33264,"Mule Deer",Female,Negative
541,Saskatchewan,33265,"Mule Deer",Female,Negative
542,Saskatchewan,33266,"Mule Deer",Female,Negative
543,Saskatchewan,33267,"Mule Deer",Female,Negative
544,Saskatchewan,33273,"White-tailed Deer",Male,Negative
545,Saskatchewan,33274,"White-tailed Deer",Female,Negative
546,Saskatchewan,33275,"White-tailed Deer",Female,Negative
547,Alberta,707,"Mule Deer",Female,Negative
548,Alberta,708,"Mule Deer",Female,Negative
549,Alberta,2136,"Mule Deer",Female,Negative
550,Alberta,2137,"Mule Deer",Female,Negative
551,Alberta,2138,"Mule Deer",Female,Negative
552,Alberta,2139,"Mule Deer",Female,Negative
553,Alberta,10547,"White-tailed Deer",Female,Negative
554,Alberta,10548,"White-tailed Deer",Female,Negative
555,Alberta,10549,"White-tailed Deer",Female,Negative
556,Alberta,13474,"Mule Deer",Male,Negative
557,Alberta,14556,"Mule Deer",Male,Negative
558,Alberta,14557,"Mule Deer",Male,Negative
559,Alberta,19356,"White-tailed Deer",Male,Negative
560,Alberta,709,"Mule Deer",Female,Negative
561,Alberta,710,"Mule Deer",Female,Negative
562,Alberta,711,"Mule Deer",Female,Negative
563,Alberta,712,"Mule Deer",Female,Negative
564,Alberta,713,"Mule Deer",Female,Negative
565,Alberta,714,"Mule Deer",Female,Negative
566,Alberta,2140,"Mule Deer",Female,Negative
567,Alberta,2141,"Mule Deer",Female,Negative
568,Alberta,2142,"Mule Deer",Female,Negative
569,Alberta,2143,"Mule Deer",Female,Negative
570,Alberta,2144,"Mule Deer",Female,Negative
571,Alberta,2145,"Mule Deer",Female,Negative
572,Alberta,2146,"Mule Deer",Female,Negative
573,Alberta,8720,"White-tailed Deer",Female,Negative
574,Alberta,10550,"White-tailed Deer",Female,Negative
575,Alberta,10551,"White-tailed Deer",Female,Negative
576,Alberta,10552,"White-tailed Deer",Female,Negative
577,Alberta,10553,"White-tailed Deer",Female,Negative
578,Alberta,13475,"Mule Deer",Male,Negative
579,Alberta,13476,"Mule Deer",Male,Negative
580,Alberta,13477,"Mule Deer",Male,Negative
581,Alberta,13478,"Mule Deer",Male,Negative
582,Alberta,14558,"Mule Deer",Male,Negative
583,Alberta,19357,"White-tailed Deer",Male,Negative
584,Alberta,19358,"White-tailed Deer",Male,Negative
585,Alberta,19359,"White-tailed Deer",Male,Negative
586,Alberta,19988,"White-tailed Deer",Male,Negative
587,Alberta,3150,"Mule Deer",Female,Negative
588,Alberta,10953,"White-tailed Deer",Female,Negative
589,Alberta,14697,"Mule Deer",Male,Negative
590,Alberta,10954,"White-tailed Deer",Female,Negative
591,Alberta,14728,"Mule Deer",Male,Negative
592,Alberta,10644,"White-tailed Deer",Female,Negative
593,Alberta,20060,"White-tailed Deer",Male,Negative
594,Alberta,11008,"White-tailed Deer",Female,Negative
595,Alberta,11005,"White-tailed Deer",Female,Negative
596,Alberta,11030,"White-tailed Deer",Female,Negative
597,Alberta,3186,"Mule Deer",Female,Negative
598,Alberta,15180,"Mule Deer",Male,Negative
599,Alberta,2371,"Mule Deer",Female,Negative
600,Alberta,2372,"Mule Deer",Female,Negative
601,Alberta,20395,"White-tailed Deer",Male,Negative
602,Alberta,11004,"White-tailed Deer",Female,Negative
603,Alberta,15179,"Mule Deer",Male,Negative
604,Alberta,2376,"Mule Deer",Female,Negative
605,Alberta,20380,"White-tailed Deer",Male,Negative
606,Alberta,20372,"White-tailed Deer",Male,Negative
607,Alberta,15322,"Mule Deer",Male,Negative
608,Alberta,20384,"White-tailed Deer",Male,Negative
609,Alberta,15181,"Mule Deer",Male,Negative
610,Alberta,15185,"Mule Deer",Male,Negative
611,Alberta,15184,"Mule Deer",Male,Negative
612,Alberta,3070,"Mule Deer",Female,Negative
613,Alberta,14725,"Mule Deer",Male,Negative
614,Alberta,14729,"Mule Deer",Male,Negative
615,Alberta,3221,"Mule Deer",Female,Negative
616,Alberta,11062,"White-tailed Deer",Female,Negative
617,Alberta,10918,"White-tailed Deer",Female,Negative
618,Alberta,20069,"White-tailed Deer",Male,Negative
619,Alberta,20184,"White-tailed Deer",Male,Negative
620,Alberta,11049,"White-tailed Deer",Female,Negative
621,Alberta,20437,"White-tailed Deer",Male,Negative
622,Alberta,15089,"Mule Deer",Male,Negative
623,Alberta,10655,"White-tailed Deer",Female,Negative
624,Alberta,15188,"Mule Deer",Male,Negative
625,Alberta,20393,"White-tailed Deer",Male,Negative
626,Alberta,15242,"Mule Deer",Male,Negative
627,Alberta,3135,"Mule Deer",Female,Negative
628,Alberta,20371,"White-tailed Deer",Male,Negative
629,Alberta,3157,"Mule Deer",Female,Negative
630,Alberta,15176,"Mule Deer",Male,Negative
631,Alberta,11007,"White-tailed Deer",Female,Negative
632,Alberta,11006,"White-tailed Deer",Female,Negative
633,Alberta,20385,"White-tailed Deer",Male,Negative
634,Alberta,15243,"Mule Deer",Male,Negative
635,Alberta,3158,"Mule Deer",Female,Negative
636,Alberta,20381,"White-tailed Deer",Male,Negative
637,Alberta,3156,"Mule Deer",Female,Negative
638,Alberta,20373,"White-tailed Deer",Male,Negative
639,Alberta,14730,"Mule Deer",Male,Negative
640,Alberta,2433,"Mule Deer",Female,Negative
641,Alberta,20427,"White-tailed Deer",Male,Negative
642,Alberta,15237,"Mule Deer",Male,Negative
643,Alberta,15196,"Mule Deer",Male,Negative
644,Alberta,3102,"Mule Deer",Female,Negative
645,Alberta,10669,"White-tailed Deer",Female,Negative
646,Alberta,20071,"White-tailed Deer",Male,Negative
647,Alberta,2448,"Mule Deer",Female,Negative
648,Alberta,2713,"Mule Deer",Female,Negative
649,Alberta,20369,"White-tailed Deer",Male,Negative
650,Alberta,10668,"White-tailed Deer",Female,Negative
651,Alberta,2434,"Mule Deer",Female,Negative
652,Alberta,20070,"White-tailed Deer",Male,Negative
653,Alberta,20477,"White-tailed Deer",Male,Negative
654,Alberta,15171,"Mule Deer",Male,Negative
655,Alberta,3152,"Mule Deer",Female,Negative
656,Alberta,15174,"Mule Deer",Male,Negative
657,Alberta,20448,"White-tailed Deer",Male,Negative
658,Alberta,20362,"White-tailed Deer",Male,Negative
659,Alberta,15172,"Mule Deer",Male,Negative
660,Alberta,3137,"Mule Deer",Female,Negative
661,Alberta,2259,"Mule Deer",Female,Negative
662,Alberta,2261,"Mule Deer",Female,Negative
663,Alberta,2280,"Mule Deer",Female,Negative
664,Alberta,2281,"Mule Deer",Female,Negative
665,Alberta,2282,"Mule Deer",Female,Negative
666,Alberta,2342,"Mule Deer",Female,Negative
667,Alberta,2428,"Mule Deer",Female,Negative
668,Alberta,2444,"Mule Deer",Female,Negative
669,Alberta,2445,"Mule Deer",Female,Negative
670,Alberta,2449,"Mule Deer",Female,Negative
671,Alberta,2520,"Mule Deer",Female,Negative
672,Alberta,2522,"Mule Deer",Female,Negative
673,Alberta,2524,"Mule Deer",Female,Negative
674,Alberta,2580,"Mule Deer",Female,Negative
675,Alberta,2729,"Mule Deer",Female,Negative
676,Alberta,2812,"Mule Deer",Female,Negative
677,Alberta,2965,"Mule Deer",Female,Negative
678,Alberta,2966,"Mule Deer",Female,Negative
679,Alberta,3286,"Mule Deer",Female,Negative
680,Alberta,3287,"Mule Deer",Female,Negative
681,Alberta,10591,"White-tailed Deer",Female,Negative
682,Alberta,10601,"White-tailed Deer",Female,Negative
683,Alberta,10623,"White-tailed Deer",Female,Negative
684,Alberta,10661,"White-tailed Deer",Female,Negative
685,Alberta,10662,"White-tailed Deer",Female,Negative
686,Alberta,10670,"White-tailed Deer",Female,Negative
687,Alberta,10671,"White-tailed Deer",Female,Negative
688,Alberta,10672,"White-tailed Deer",Female,Negative
689,Alberta,10674,"White-tailed Deer",Female,Negative
690,Alberta,10675,"White-tailed Deer",Female,Negative
691,Alberta,10703,"White-tailed Deer",Female,Negative
692,Alberta,10704,"White-tailed Deer",Female,Negative
693,Alberta,14625,"Mule Deer",Male,Negative
694,Alberta,14657,"Mule Deer",Male,Negative
695,Alberta,14661,"Mule Deer",Male,Negative
696,Alberta,14678,"Mule Deer",Male,Negative
697,Alberta,14727,"Mule Deer",Male,Negative
698,Alberta,14736,"Mule Deer",Male,Negative
699,Alberta,14785,"Mule Deer",Male,Negative
700,Alberta,14807,"Mule Deer",Male,Negative
701,Alberta,15029,"Mule Deer",Male,Negative
702,Alberta,15266,"Mule Deer",Male,Negative
703,Alberta,20003,"White-tailed Deer",Male,Negative
704,Alberta,20019,"White-tailed Deer",Male,Negative
705,Alberta,20024,"White-tailed Deer",Male,Negative
706,Alberta,20031,"White-tailed Deer",Male,Negative
707,Alberta,20046,"White-tailed Deer",Male,Negative
708,Alberta,20063,"White-tailed Deer",Male,Negative
709,Alberta,20117,"White-tailed Deer",Male,Negative
710,Alberta,20178,"White-tailed Deer",Male,Negative
711,Alberta,20449,"White-tailed Deer",Male,Negative
712,Alberta,20416,"White-tailed Deer",Male,Negative
713,Alberta,15173,"Mule Deer",Male,Negative
714,Alberta,20445,"White-tailed Deer",Male,Negative
715,Alberta,3139,"Mule Deer",Female,Negative
716,Alberta,15167,"Mule Deer",Male,Negative
717,Alberta,20352,"White-tailed Deer",Male,Negative
718,Alberta,15166,"Mule Deer",Male,Negative
719,Alberta,11061,"White-tailed Deer",Female,Negative
720,Alberta,2247,"Mule Deer",Female,Negative
721,Alberta,2248,"Mule Deer",Female,Negative
722,Alberta,2267,"Mule Deer",Female,Negative
723,Alberta,2275,"Mule Deer",Female,Negative
724,Alberta,2276,"Mule Deer",Female,Negative
725,Alberta,2278,"Mule Deer",Female,Negative
726,Alberta,2283,"Mule Deer",Female,Negative
727,Alberta,2284,"Mule Deer",Female,Negative
728,Alberta,2285,"Mule Deer",Female,Negative
729,Alberta,2300,"Mule Deer",Female,Negative
730,Alberta,2341,"Mule Deer",Female,Negative
731,Alberta,2369,"Mule Deer",Female,Negative
732,Alberta,2419,"Mule Deer",Female,Negative
733,Alberta,2429,"Mule Deer",Female,Negative
734,Alberta,2450,"Mule Deer",Female,Negative
735,Alberta,2451,"Mule Deer",Female,Negative
736,Alberta,2455,"Mule Deer",Female,Negative
737,Alberta,2518,"Mule Deer",Female,Negative
738,Alberta,2519,"Mule Deer",Female,Negative
739,Alberta,2521,"Mule Deer",Female,Negative
740,Alberta,2590,"Mule Deer",Female,Negative
741,Alberta,2640,"Mule Deer",Female,Negative
742,Alberta,2694,"Mule Deer",Female,Negative
743,Alberta,2695,"Mule Deer",Female,Negative
744,Alberta,2714,"Mule Deer",Female,Negative
745,Alberta,2781,"Mule Deer",Female,Negative
746,Alberta,2821,"Mule Deer",Female,Negative
747,Alberta,2825,"Mule Deer",Female,Negative
748,Alberta,2834,"Mule Deer",Female,Negative
749,Alberta,2959,"Mule Deer",Female,Negative
750,Alberta,3120,"Mule Deer",Female,Negative
751,Alberta,3316,"Mule Deer",Female,Negative
752,Alberta,10585,"White-tailed Deer",Female,Negative
753,Alberta,10587,"White-tailed Deer",Female,Negative
754,Alberta,10592,"White-tailed Deer",Female,Negative
755,Alberta,10595,"White-tailed Deer",Female,Negative
756,Alberta,10621,"White-tailed Deer",Female,Negative
757,Alberta,10664,"White-tailed Deer",Female,Negative
758,Alberta,10665,"White-tailed Deer",Female,Negative
759,Alberta,10673,"White-tailed Deer",Female,Negative
760,Alberta,10699,"White-tailed Deer",Female,Negative
761,Alberta,10700,"White-tailed Deer",Female,Negative
762,Alberta,10734,"White-tailed Deer",Female,Negative
763,Alberta,10739,"White-tailed Deer",Female,Negative
764,Alberta,10823,"White-tailed Deer",Female,Negative
765,Alberta,10828,"White-tailed Deer",Female,Negative
766,Alberta,14617,"Mule Deer",Male,Negative
767,Alberta,14621,"Mule Deer",Male,Negative
768,Alberta,14630,"Mule Deer",Male,Negative
769,Alberta,14631,"Mule Deer",Male,Negative
770,Alberta,14659,"Mule Deer",Male,Negative
771,Alberta,14671,"Mule Deer",Male,Negative
772,Alberta,14676,"Mule Deer",Male,Negative
773,Alberta,14693,"Mule Deer",Male,Negative
774,Alberta,14718,"Mule Deer",Male,Negative
775,Alberta,14726,"Mule Deer",Male,Negative
776,Alberta,14737,"Mule Deer",Male,Negative
777,Alberta,14782,"Mule Deer",Male,Negative
778,Alberta,14879,"Mule Deer",Male,Negative
779,Alberta,14932,"Mule Deer",Male,Negative
780,Alberta,14934,"Mule Deer",Male,Negative
781,Alberta,14936,"Mule Deer",Male,Negative
782,Alberta,15207,"Mule Deer",Male,Negative
783,Alberta,20064,"White-tailed Deer",Male,Negative
784,Alberta,20066,"White-tailed Deer",Male,Negative
785,Alberta,20079,"White-tailed Deer",Male,Negative
786,Alberta,20083,"White-tailed Deer",Male,Negative
787,Alberta,20093,"White-tailed Deer",Male,Negative
788,Alberta,20105,"White-tailed Deer",Male,Negative
789,Alberta,20187,"White-tailed Deer",Male,Negative
790,Alberta,20350,"White-tailed Deer",Male,Negative
791,Alberta,15260,"Mule Deer",Male,Negative
792,Alberta,3153,"Mule Deer",Female,Negative
793,Alberta,10993,"White-tailed Deer",Female,Negative
794,Alberta,20392,"White-tailed Deer",Male,Negative
795,Alberta,3161,"Mule Deer",Female,Negative
796,Alberta,2260,"Mule Deer",Female,Negative
797,Alberta,2266,"Mule Deer",Female,Negative
798,Alberta,2277,"Mule Deer",Female,Negative
799,Alberta,2328,"Mule Deer",Female,Negative
800,Alberta,2329,"Mule Deer",Female,Negative
801,Alberta,2373,"Mule Deer",Female,Negative
802,Alberta,2374,"Mule Deer",Female,Negative
803,Alberta,2375,"Mule Deer",Female,Negative
804,Alberta,2414,"Mule Deer",Female,Negative
805,Alberta,2454,"Mule Deer",Female,Negative
806,Alberta,2583,"Mule Deer",Female,Negative
807,Alberta,2591,"Mule Deer",Female,Negative
808,Alberta,2599,"Mule Deer",Female,Negative
809,Alberta,2627,"Mule Deer",Female,Negative
810,Alberta,2811,"Mule Deer",Female,Negative
811,Alberta,2813,"Mule Deer",Female,Negative
812,Alberta,2816,"Mule Deer",Female,Negative
813,Alberta,2957,"Mule Deer",Female,Negative
814,Alberta,2960,"Mule Deer",Female,Negative
815,Alberta,2967,"Mule Deer",Female,Negative
816,Alberta,3081,"Mule Deer",Female,Negative
817,Alberta,3122,"Mule Deer",Female,Negative
818,Alberta,3167,"Mule Deer",Female,Negative
819,Alberta,10588,"White-tailed Deer",Female,Negative
820,Alberta,10639,"White-tailed Deer",Female,Negative
821,Alberta,10640,"White-tailed Deer",Female,Negative
822,Alberta,10641,"White-tailed Deer",Female,Negative
823,Alberta,10659,"White-tailed Deer",Female,Negative
824,Alberta,10663,"White-tailed Deer",Female,Negative
825,Alberta,10705,"White-tailed Deer",Female,Negative
826,Alberta,10744,"White-tailed Deer",Female,Negative
827,Alberta,10747,"White-tailed Deer",Female,Negative
828,Alberta,10887,"White-tailed Deer",Female,Negative
829,Alberta,10898,"White-tailed Deer",Female,Negative
830,Alberta,11098,"White-tailed Deer",Female,Negative
831,Alberta,14629,"Mule Deer",Male,Negative
832,Alberta,14642,"Mule Deer",Male,Negative
833,Alberta,14658,"Mule Deer",Male,Negative
834,Alberta,14781,"Mule Deer",Male,Negative
835,Alberta,14804,"Mule Deer",Male,Negative
836,Alberta,14878,"Mule Deer",Male,Negative
837,Alberta,15028,"Mule Deer",Male,Negative
838,Alberta,15193,"Mule Deer",Male,Negative
839,Alberta,20001,"White-tailed Deer",Male,Negative
840,Alberta,20032,"White-tailed Deer",Male,Negative
841,Alberta,20061,"White-tailed Deer",Male,Negative
842,Alberta,20065,"White-tailed Deer",Male,Negative
843,Alberta,20080,"White-tailed Deer",Male,Negative
844,Alberta,20081,"White-tailed Deer",Male,Negative
845,Alberta,20090,"White-tailed Deer",Male,Negative
846,Alberta,20120,"White-tailed Deer",Male,Negative
847,Alberta,20185,"White-tailed Deer",Male,Negative
848,Alberta,20257,"White-tailed Deer",Male,Negative
849,Alberta,20258,"White-tailed Deer",Male,Negative
850,Alberta,11044,"White-tailed Deer",Female,Negative
851,Alberta,15251,"Mule Deer",Male,Negative
852,Alberta,15191,"Mule Deer",Male,Negative
853,Alberta,11041,"White-tailed Deer",Female,Negative
854,Alberta,3123,"Mule Deer",Female,Negative
855,Alberta,10976,"White-tailed Deer",Female,Negative
856,Alberta,3126,"Mule Deer",Female,Negative
857,Alberta,3241,"Mule Deer",Female,Negative
858,Alberta,3240,"Mule Deer",Female,Negative
859,Alberta,15156,"Mule Deer",Male,Negative
860,Alberta,20331,"White-tailed Deer",Male,Negative
861,Alberta,15131,"Mule Deer",Male,Negative
862,Alberta,15157,"Mule Deer",Male,Negative
863,Alberta,11052,"White-tailed Deer",Female,Negative
864,Alberta,11040,"White-tailed Deer",Female,Negative
865,Alberta,20328,"White-tailed Deer",Male,Negative
866,Alberta,20326,"White-tailed Deer",Male,Negative
867,Alberta,20325,"White-tailed Deer",Male,Negative
868,Alberta,15155,"Mule Deer",Male,Negative
869,Alberta,15164,"Mule Deer",Male,Negative
870,Alberta,20312,"White-tailed Deer",Male,Negative
871,Alberta,3214,"Mule Deer",Female,Negative
872,Alberta,11050,"White-tailed Deer",Female,Negative
873,Alberta,15163,"Mule Deer",Male,Negative
874,Alberta,10987,"White-tailed Deer",Female,Negative
875,Alberta,15245,"Mule Deer",Male,Negative
876,Alberta,15129,"Mule Deer",Male,Negative
877,Alberta,20317,"White-tailed Deer",Male,Negative
878,Alberta,15300,"Mule Deer",Male,Negative
879,Alberta,3282,"Mule Deer",Female,Negative
880,Alberta,11058,"White-tailed Deer",Female,Negative
881,Alberta,2262,"Mule Deer",Female,Negative
882,Alberta,2263,"Mule Deer",Female,Negative
883,Alberta,2264,"Mule Deer",Female,Negative
884,Alberta,2265,"Mule Deer",Female,Negative
885,Alberta,2271,"Mule Deer",Female,Negative
886,Alberta,2272,"Mule Deer",Female,Negative
887,Alberta,2273,"Mule Deer",Female,Negative
888,Alberta,2274,"Mule Deer",Female,Negative
889,Alberta,2286,"Mule Deer",Female,Negative
890,Alberta,2312,"Mule Deer",Female,Negative
891,Alberta,2313,"Mule Deer",Female,Negative
892,Alberta,2315,"Mule Deer",Female,Negative
893,Alberta,2320,"Mule Deer",Female,Negative
894,Alberta,2415,"Mule Deer",Female,Negative
895,Alberta,2420,"Mule Deer",Female,Negative
896,Alberta,2421,"Mule Deer",Female,Negative
897,Alberta,2426,"Mule Deer",Female,Negative
898,Alberta,2517,"Mule Deer",Female,Negative
899,Alberta,2523,"Mule Deer",Female,Negative
900,Alberta,2525,"Mule Deer",Female,Negative
901,Alberta,2526,"Mule Deer",Female,Negative
902,Alberta,2582,"Mule Deer",Female,Negative
903,Alberta,2592,"Mule Deer",Female,Negative
904,Alberta,2593,"Mule Deer",Female,Negative
905,Alberta,2633,"Mule Deer",Female,Negative
906,Alberta,2691,"Mule Deer",Female,Negative
907,Alberta,2699,"Mule Deer",Female,Negative
908,Alberta,2817,"Mule Deer",Female,Negative
909,Alberta,2906,"Mule Deer",Female,Negative
910,Alberta,3227,"Mule Deer",Female,Negative
911,Alberta,10590,"White-tailed Deer",Female,Negative
912,Alberta,10593,"White-tailed Deer",Female,Negative
913,Alberta,10597,"White-tailed Deer",Female,Negative
914,Alberta,10598,"White-tailed Deer",Female,Negative
915,Alberta,10599,"White-tailed Deer",Female,Negative
916,Alberta,10600,"White-tailed Deer",Female,Negative
917,Alberta,10606,"White-tailed Deer",Female,Negative
918,Alberta,10657,"White-tailed Deer",Female,Negative
919,Alberta,10658,"White-tailed Deer",Female,Negative
920,Alberta,10701,"White-tailed Deer",Female,Negative
921,Alberta,10718,"White-tailed Deer",Female,Negative
922,Alberta,10743,"White-tailed Deer",Female,Negative
923,Alberta,10772,"White-tailed Deer",Female,Negative
924,Alberta,10789,"White-tailed Deer",Female,Negative
925,Alberta,14623,"Mule Deer",Male,Negative
926,Alberta,14626,"Mule Deer",Male,Negative
927,Alberta,14635,"Mule Deer",Male,Negative
928,Alberta,14721,"Mule Deer",Male,Negative
929,Alberta,14757,"Mule Deer",Male,Negative
930,Alberta,14784,"Mule Deer",Male,Negative
931,Alberta,14840,"Mule Deer",Male,Negative
932,Alberta,15068,"Mule Deer",Male,Negative
933,Alberta,15241,"Mule Deer",Male,Negative
934,Alberta,20068,"White-tailed Deer",Male,Negative
935,Alberta,20078,"White-tailed Deer",Male,Negative
936,Alberta,20094,"White-tailed Deer",Male,Negative
937,Alberta,20097,"White-tailed Deer",Male,Negative
938,Alberta,20169,"White-tailed Deer",Male,Negative
939,Alberta,20244,"White-tailed Deer",Male,Negative
940,Alberta,20307,"White-tailed Deer",Male,Negative
941,Alberta,20335,"White-tailed Deer",Male,Negative
942,Alberta,2964,"Mule Deer",Female,Negative
943,Alberta,10594,"White-tailed Deer",Female,Negative
944,Alberta,10596,"White-tailed Deer",Female,Negative
945,Alberta,10730,"White-tailed Deer",Female,Negative
946,Alberta,10948,"White-tailed Deer",Female,Negative
947,Alberta,20311,"White-tailed Deer",Male,Negative
948,Alberta,2584,"Mule Deer",Female,Negative
949,Alberta,2585,"Mule Deer",Female,Negative
950,Alberta,2589,"Mule Deer",Female,Negative
951,Alberta,2605,"Mule Deer",Female,Negative
952,Alberta,2622,"Mule Deer",Female,Negative
953,Alberta,2623,"Mule Deer",Female,Negative
954,Alberta,2720,"Mule Deer",Female,Negative
955,Alberta,3045,"Mule Deer",Female,Negative
956,Alberta,10689,"White-tailed Deer",Female,Negative
957,Alberta,10690,"White-tailed Deer",Female,Negative
958,Alberta,10737,"White-tailed Deer",Female,Negative
959,Alberta,10746,"White-tailed Deer",Female,Negative
960,Alberta,10748,"White-tailed Deer",Female,Negative
961,Alberta,10860,"White-tailed Deer",Female,Negative
962,Alberta,10921,"White-tailed Deer",Female,Negative
963,Alberta,10986,"White-tailed Deer",Female,Negative
964,Alberta,11001,"White-tailed Deer",Female,Negative
965,Alberta,14756,"Mule Deer",Male,Negative
966,Alberta,14780,"Mule Deer",Male,Negative
967,Alberta,14938,"Mule Deer",Male,Negative
968,Alberta,15073,"Mule Deer",Male,Negative
969,Alberta,2337,"Mule Deer",Female,Negative
970,Alberta,2614,"Mule Deer",Female,Negative
971,Alberta,2615,"Mule Deer",Female,Negative
972,Alberta,2624,"Mule Deer",Female,Negative
973,Alberta,2898,"Mule Deer",Female,Negative
974,Alberta,2899,"Mule Deer",Female,Negative
975,Alberta,3171,"Mule Deer",Female,Negative
976,Alberta,10735,"White-tailed Deer",Female,Negative
977,Alberta,10738,"White-tailed Deer",Female,Negative
978,Alberta,10740,"White-tailed Deer",Female,Negative
979,Alberta,14745,"Mule Deer",Male,Negative
980,Alberta,14759,"Mule Deer",Male,Negative
981,Alberta,15069,"Mule Deer",Male,Negative
982,Alberta,20089,"White-tailed Deer",Male,Negative
983,Alberta,20101,"White-tailed Deer",Male,Negative
984,Alberta,20267,"White-tailed Deer",Male,Negative
985,Alberta,2333,"Mule Deer",Female,Negative
986,Alberta,2335,"Mule Deer",Female,Negative
987,Alberta,2427,"Mule Deer",Female,Negative
988,Alberta,2896,"Mule Deer",Female,Negative
989,Alberta,2897,"Mule Deer",Female,Negative
990,Alberta,3170,"Mule Deer",Female,Negative
991,Alberta,3172,"Mule Deer",Female,Negative
992,Alberta,3296,"Mule Deer",Female,Negative
993,Alberta,10656,"White-tailed Deer",Female,Negative
994,Alberta,10766,"White-tailed Deer",Female,Negative
995,Alberta,10878,"White-tailed Deer",Female,Negative
996,Alberta,10879,"White-tailed Deer",Female,Negative
997,Alberta,14724,"Mule Deer",Male,Negative
998,Alberta,14788,"Mule Deer",Male,Negative
999,Alberta,14800,"Mule Deer",Male,Negative
1000,Alberta,15002,"Mule Deer",Male,Negative
